model_no	func_type	model
3637	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 17592186056752, 2004811776, 858994551, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3638	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280377394528000, 2004811776, 524238655, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3639	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8608630103460020087, 2004811776, 864026623, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3640	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689348818034753535, 2004811776, 1442797567, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3641	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93459847337216, 2004811776, 3342391, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3642	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 129007932735487, 2004811776, 357913941, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3643	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8454792885359211861, 2004811776, 1, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3644	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152974282023973683, 2004811776, 118427407, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3645	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148949875608649557, 2004811776, 16977679, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3646	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6147507299172767061, 2004811776, 1258291, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3647	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152939166859808848, 2004811776, 253697823, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3648	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 18691697692928, 2004811776, 939489279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3649	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6129680564964360191, 2004811776, 1310719, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3650	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157481399176934195, 2004811776, 84410367, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3651	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4151836671, 2004811776, 16986931, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3652	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8093092161018396671, 2004811776, 322174975, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3653	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 2004186999, 2004811776, 859780927, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3654	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 129012227637247, 2004811776, 3670015, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3655	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836758944927711231, 2004811776, 286331157, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3656	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157513138178883583, 2004811776, 1431787007, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3657	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 271948739248127, 2004811776, 255795007, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3658	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152940270750618965, 2004811776, 1431655807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3659	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472539403534004272, 2004811776, 16713727, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3660	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3544386989794013489, 2004811776, 55, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3661	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229782938784183091, 2004811776, 5570647, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3662	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56294136378163, 2004811776, 1807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3663	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693964953591, 2004811776, 286594325, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3664	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152977580555514624, 2004811776, 536829951, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3665	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 17592186056704, 2004811776, 859258687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3666	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152977799548515123, 2004811776, 67048447, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3667	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281474967339007, 2004811776, 1431787351, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3668	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152977580505182976, 2004811776, 1431656311, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3669	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124988953139434833, 2004811776, 33490431, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3670	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4092852211, 2004811776, 2031679, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3671	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4160092151, 2004811776, 16843011, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3672	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914691773396821, 2004811776, 16974595, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3673	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229576523264382293, 2004811776, 84348687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3674	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8070732006956269567, 2004811776, 858996607, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3675	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6129492917839025493, 2004811776, 872364031, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3676	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 18764980556049, 2004811776, 1602183167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3677	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 263882790727792, 2004811776, 286594325, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3678	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 18764712136977, 2004811776, 253697823, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3679	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675063740627222272, 2004811776, 17956863, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3680	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8454795230444877687, 2004811776, 1258291, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3681	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153014967390175231, 2004811776, 51316495, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3682	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675063741768038144, 2004811776, 858993463, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3683	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123145302372352, 2004811776, 65587, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3684	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229501463843255091, 2004811776, 5119, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3685	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 88033692020976, 2004811776, 926365559, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3686	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124988953675235072, 2004811776, 30591, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3687	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123488899723376, 2004811776, 858993535, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3688	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827585142896, 2004811776, 1432311167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3689	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3679778660379787263, 2004811776, 5570901, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3690	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3679778656943813427, 2004811776, 872382463, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3691	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8575125274180452351, 2004811776, 863449983, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3692	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6149090613633873237, 2004811776, 50530063, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3693	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 52982985011248, 2004811776, 1465868127, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3694	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56285546427187, 2004811776, 1442797567, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3695	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4286054391, 2004811776, 1465909247, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3696	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229501458975559953, 2004811776, 859010943, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3697	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3535663331429004083, 2004811776, 926941183, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3698	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787249148857217136, 2004811776, 522133343, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3699	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419183486137139, 2004811776, 524287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3700	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280856501485552, 2004811776, 859255615, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3701	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301105202987266867, 2004811776, 196627, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3702	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123145302376192, 2004811776, 65621, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3703	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675218770760105983, 2004811776, 524287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3704	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229818122619400977, 2004811776, 775, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3705	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280375465148272, 2004811776, 286332245, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3706	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836758579855491071, 2004811776, 50530063, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3707	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1225032979009503231, 2004811776, 196867, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3708	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472540228167725296, 2004811776, 1431656287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3709	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93824991974741, 2004811776, 859273079, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3710	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689573960363540479, 2004811776, 1600094207, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3711	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 272090473232375, 2004811776, 369098751, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3712	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8463800222088525687, 2004811776, 286462259, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3713	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152977580505182976, 2004811776, 4371, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3714	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93527207859536, 2004811776, 22352213, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3715	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4084462579, 2004811776, 858994551, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3716	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8431019975115866111, 2004811776, 50855935, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3717	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 20816, 2004811776, 5767167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3718	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301245942635688947, 2004811776, 864026623, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3719	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124989021858911505, 2004811776, 33492991, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3720	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 65521, 2004811776, 1061109631, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
