	Node_name	k	EF	UF	PMID	BF as int	EUF	ThF	NCF	EThF	ising	bit_based
1345	CASP9	3	True	True	26446703	8	True	True	True	True	False	True
1346	CYTC	1	True	True	26446703	1	True	True	True	True	True	True
1347	P21	4	True	True	26446703	28672	True	True	True	True	False	False
1348	IAP	3	True	True	26446703	76	True	True	True	True	False	False
1349	CASP8	3	True	True	26446703	32	True	True	True	True	False	True
1350	GSK3B	2	True	True	26446703	8	True	True	True	True	False	False
1351	AKT	3	True	True	26446703	32	True	True	True	True	False	True
1352	EP2	1	True	True	26446703	1	True	True	True	True	True	True
1353	IFNG	2	True	True	26446703	7	True	True	True	True	False	True
1354	TH1	5	True	True	26446703	134252544	True	True	True	True	False	False
1355	CTL	2	True	True	26446703	2	True	True	True	True	False	True
1356	CYCLIND1	4	True	True	26446703	28912	True	True	True	True	False	False
1357	BCATENIN	2	True	True	26446703	14	True	True	True	True	False	False
1358	JUN	4	True	True	26446703	1092	True	True	True	True	False	False
1359	STAT3	1	True	True	26446703	1	True	True	True	True	True	True
1360	IL4	2	True	True	26446703	7	True	True	True	True	False	True
1361	TH2	3	True	True	26446703	32	True	True	True	True	False	True
1362	DC	3	True	True	26446703	76	True	True	True	True	False	False
1363	SMAD	2	True	True	26446703	4	True	True	True	True	False	True
1364	TGFR	2	True	True	26446703	4	True	True	True	True	False	True
1365	IKB	1	True	True	26446703	2	True	True	True	True	True	False
1366	IKK	3	True	True	26446703	31	True	True	True	True	False	False
1367	RAS	2	True	True	26446703	7	True	True	True	True	False	True
1368	GP130	1	True	True	26446703	1	True	True	True	True	True	True
1369	BAX	4	True	True	26446703	4864	True	True	True	True	False	False
1370	TBID	2	True	True	26446703	4	True	True	True	True	False	True
1371	PP2A	2	True	True	26446703	4	True	True	True	True	False	True
1372	P53	4	True	True	26446703	19660	True	True	True	True	False	False
1373	SMAD7	2	True	True	26446703	7	True	True	True	True	False	True
1374	NFKB	1	True	True	26446703	2	True	True	True	True	True	False
1375	SPHK1	2	True	True	26446703	7	True	True	True	True	False	True
1376	TNFR	1	True	True	26446703	1	True	True	True	True	True	True
1377	ERK	1	True	True	26446703	1	True	True	True	True	True	True
1378	CCL2	1	True	True	26446703	1	True	True	True	True	True	True
1379	JAK	2	True	True	26446703	2	True	True	True	True	False	True
1380	SOCS	1	True	True	26446703	1	True	True	True	True	True	True
1381	IL6	3	True	True	26446703	127	True	True	True	True	False	True
1382	MAC	3	True	True	26446703	42	True	True	True	True	False	False
1383	IL12	2	True	True	26446703	7	True	True	True	True	False	True
1384	FAS	1	True	True	26446703	1	True	True	True	True	True	True
1385	TNFA	1	True	True	26446703	1	True	True	True	True	True	True
1386	TGFB	1	True	True	26446703	1	True	True	True	True	True	True
1387	COX2	2	True	True	26446703	1	True	True	True	True	False	False
1388	S1P	1	True	True	26446703	1	True	True	True	True	True	True
1389	IL10	2	True	True	26446703	7	True	True	True	True	False	True
1390	Proliferation	4	True	True	26446703	512	True	True	True	True	False	False
1391	FOS	1	True	True	26446703	1	True	True	True	True	True	True
1392	ASK1	2	True	True	26446703	4	True	True	True	True	False	True
1393	ROS	2	True	True	26446703	4	True	True	True	True	False	True
1394	SOD	2	True	True	26446703	7	True	True	True	True	False	True
1395	CERAMIDE	2	True	True	26446703	2	True	True	True	True	False	True
1396	MOMP	4	True	True	26446703	28912	True	True	True	True	False	False
1397	BCL2	4	True	True	26446703	16576	True	True	True	True	False	False
1398	ATM	1	True	True	26446703	1	True	True	True	True	True	True
1399	CFLIP	1	True	True	26446703	1	True	True	True	True	True	True
1400	SMAC	1	True	True	26446703	1	True	True	True	True	True	True
1401	MDM2	4	True	True	26446703	64	True	True	True	True	False	False
1402	SMASE	2	True	True	26446703	7	True	True	True	True	False	True
1403	FADD	2	True	True	26446703	7	True	True	True	True	False	True
1404	MEKK1	3	True	True	26446703	127	True	True	True	True	False	True
1405	JNK	2	True	True	26446703	7	True	True	True	True	False	True
1406	TREG	3	True	True	26446703	42	True	True	True	True	False	False
1407	PGE2	1	True	True	26446703	1	True	True	True	True	True	True
1408	PTEN	3	True	True	26446703	64	True	True	True	True	False	True
1409	RAF	2	True	True	26446703	7	True	True	True	True	False	True
1410	PI3K	3	True	True	26446703	76	True	True	True	True	False	False
1411	MEK	2	True	True	26446703	7	True	True	True	True	False	True
1412	ship2d	1	True	True	19662154	1	True	True	True	True	True	True
1413	gsk3	2	True	True	19662154	14	True	True	True	True	False	False
1414	p90rsk	2	True	True	19662154	1	True	True	True	True	False	False
1415	akt	5	True	True	19662154	42	True	True	True	True	False	False
1416	p70s6_1	2	True	True	19662154	7	True	True	True	True	False	True
1417	erk12	1	True	True	19662154	1	True	True	True	True	True	True
1418	jnk	2	True	True	19662154	1	True	True	True	True	False	False
1419	rntre	2	True	True	19662154	1	True	True	True	True	False	False
1420	ccbl	1	True	True	19662154	1	True	True	True	True	True	True
1421	shp2	1	True	True	19662154	1	True	True	True	True	True	True
1422	gab1	3	True	True	19662154	127	True	True	True	True	False	True
1423	cmyc	2	True	True	19662154	4	True	True	True	True	False	True
1424	nucerk12	2	True	True	19662154	2	True	True	True	True	False	True
1425	mtor_ric	1	True	True	19662154	1	True	True	True	True	True	True
1426	pip3	3	True	True	19662154	8	True	True	True	True	False	True
1427	pi34p2	3	True	True	19662154	4	True	True	True	True	False	False
1428	rin1	1	True	True	19662154	1	True	True	True	True	True	True
1429	ras	2	True	True	19662154	4	True	True	True	True	False	True
1430	pi3k	6	True	True	19662154	1383505805528216371	True	True	True	True	False	False
1431	ptend	1	True	True	19662154	1	True	True	True	True	True	True
1432	bad	2	True	True	19662154	14	True	True	True	True	False	False
1433	pak1	3	True	True	19662154	21	True	True	True	True	False	False
1434	ip3	1	True	True	19662154	1	True	True	True	True	True	True
1435	plcg	1	True	True	19662154	1	True	True	True	True	True	True
1436	raf1	4	True	True	19662154	5376	True	True	True	True	False	False
1437	aktd	1	True	True	19662154	1	True	True	True	True	True	True
1438	vav2	3	True	True	19662154	7	True	True	True	True	False	False
1439	mkk3	1	True	True	19662154	1	True	True	True	True	True	True
1440	mlk3	1	True	True	19662154	1	True	True	True	True	True	True
1441	mtor_rap	2	True	True	19662154	1	True	True	True	True	False	False
1442	rheb	1	True	True	19662154	2	True	True	True	True	True	False
1443	ap1	2	True	True	19662154	1	True	True	True	True	False	False
1444	cfos	4	True	True	19662154	2602	True	True	True	True	False	False
1445	cjun	1	True	True	19662154	1	True	True	True	True	True	True
1446	mek12	2	True	True	19662154	7	True	True	True	True	False	True
1447	endocyt_degrad	2	True	True	19662154	1	True	True	True	True	False	False
1448	shp1d	1	True	True	19662154	1	True	True	True	True	True	True
1449	p90rskerk12d	2	True	True	19662154	1	True	True	True	True	False	False
1450	elk1	2	True	True	19662154	2	True	True	True	True	False	True
1451	erbb44	8	True	True	19662154	13479973327298218163408328416664646464972880326916656801836064309247	True	True	True	True	False	False
1452	limk1	1	True	True	19662154	1	True	True	True	True	True	True
1453	sos1	3	True	True	19662154	4	True	True	True	True	False	False
1454	grb2	9	True	True	19662154	6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042047	True	True	True	True	False	True
1455	nck	3	True	True	19662154	127	True	True	True	True	False	True
1456	raccdc42	2	True	True	19662154	7	True	True	True	True	False	True
1457	stat5	3	True	True	19662154	7	True	True	True	True	False	False
1458	mk2	1	True	True	19662154	1	True	True	True	True	True	True
1459	p38	3	True	True	19662154	127	True	True	True	True	False	True
1460	dag	1	True	True	19662154	1	True	True	True	True	True	True
1461	shc	8	True	True	19662154	57896044618658097711785492504343953926634992332820282019728792003956564819967	True	True	True	True	False	True
1462	erbb34	7	True	True	19662154	604444463063240877801472	True	True	True	True	False	False
1463	erbb23	8	True	True	19662154	3423913228328792196818997428435771646196854399740407364172095854477567	True	True	True	True	False	False
1464	erbb12	9	True	True	19662154	237252889972290509375828182058482648143647177527772643718840466055941447423207247683098468398484939265776037423966178780512772874170460989011525836	True	True	True	True	False	False
1465	hsp27	1	True	True	19662154	1	True	True	True	True	True	True
1466	mkk4	3	True	True	19662154	127	True	True	True	True	False	True
1467	mkk6	1	True	True	19662154	1	True	True	True	True	True	True
1468	mkk7	1	True	True	19662154	1	True	True	True	True	True	True
1469	mekk1	1	True	True	19662154	1	True	True	True	True	True	True
1470	p70s6_2	3	True	True	19662154	1	True	True	True	True	False	False
1471	mekk4	1	True	True	19662154	1	True	True	True	True	True	True
1472	shp1	1	True	True	19662154	1	True	True	True	True	True	True
1473	pro_apoptotic	1	True	True	19662154	1	True	True	True	True	True	True
1474	tsc1_tsc2	1	True	True	19662154	2	True	True	True	True	True	False
1475	actinreorg	1	True	True	19662154	1	True	True	True	True	True	True
1476	rab5a	2	True	True	19662154	2	True	True	True	True	False	True
1477	ca	1	True	True	19662154	1	True	True	True	True	True	True
1478	stat3	2	True	True	19662154	1	True	True	True	True	False	False
1479	creb	2	True	True	19662154	7	True	True	True	True	False	True
1480	pkc	3	True	True	19662154	1	True	True	True	True	False	False
1481	stat1	2	True	True	19662154	1	True	True	True	True	False	False
1482	rasgap	2	True	True	19662154	2	True	True	True	True	False	True
1483	sos1esp8e3b1	4	True	True	19662154	1	True	True	True	True	False	False
1484	ERK1/2	2	True	True	28361666	4	True	True	True	True	False	True
1485	MEK1	1	True	True	28361666	1	True	True	True	True	True	True
1486	ERBB2/3	1	True	True	28361666	1	True	True	True	True	True	True
1487	EGFR/ERBB2	1	True	True	28361666	1	True	True	True	True	True	True
1488	SP1	1	True	True	28361666	1	True	True	True	True	True	True
1489	PIP3	2	True	True	28361666	2	True	True	True	True	False	True
1490	PIK3CA	3	True	True	28361666	127	True	True	True	True	False	True
1491	SRF-ELK1	2	True	True	28361666	1	True	True	True	True	False	False
1492	RP6SKB1	4	True	True	28361666	15359	True	True	True	True	False	False
1493	AKT	3	True	True	28361666	251	True	True	True	True	False	False
1494	PDPK1	1	True	True	28361666	1	True	True	True	True	True	True
1495	AR/AR	2	True	True	28361666	7	True	True	True	True	False	True
1496	AR/HSP	1	True	True	28361666	1	True	True	True	True	True	True
1497	Raf	3	True	True	28361666	117	True	True	True	True	False	True
1498	TMPRSS2	2	True	True	28361666	2	True	True	True	True	False	True
1499	BCL2	1	True	True	28361666	2	True	True	True	True	True	False
1500	BAD	2	True	True	28361666	8	True	True	True	True	False	False
1501	EFGR	2	True	True	28361666	7	True	True	True	True	False	True
1502	CDK2-CyclinE	1	True	True	28361666	2	True	True	True	True	True	False
1503	p21	1	True	True	28361666	2	True	True	True	True	True	False
1504	TSC1/2	2	True	True	28361666	13	True	True	True	True	False	False
1505	PSA	2	True	True	28361666	2	True	True	True	True	False	True
1506	IRS1	2	True	True	28361666	4	True	True	True	True	False	True
1507	IGFR1A/B	1	True	True	28361666	1	True	True	True	True	True	True
1508	mTOR	1	True	True	28361666	1	True	True	True	True	True	True
1509	RHEB	1	True	True	28361666	2	True	True	True	True	True	False
1510	Ras	1	True	True	28361666	1	True	True	True	True	True	True
1511	GRB2/SOS	5	True	True	28361666	1002159035	True	True	True	True	False	False
1512	PI	6	True	True	20303988	33496033354253175	True	False	False	False	False	False
1513	FUL	2	True	True	20303988	4	True	True	True	True	False	True
1514	TFL1	3	True	True	20303988	4	True	True	True	True	False	False
1515	AP2	1	True	True	20303988	1	True	True	True	True	True	True
1516	AP1	6	True	True	20303988	17294101849317637888	True	True	False	True	False	False
1517	FT	1	True	True	20303988	2	True	True	True	True	True	False
1518	EMF1	1	True	True	20303988	1	True	True	True	True	True	True
1519	AP3	7	True	True	20303988	1351539243184454444107709747007	True	False	False	False	False	False
1520	AG	8	True	True	20303988	58123087938895276820951150799726505123937301513778334559501661279809673415884	True	False	False	False	False	False
1521	WUS	3	True	True	20303988	14	True	True	True	True	False	True
1522	SEP	1	True	True	20303988	1	True	True	True	True	True	True
1523	TGFB	3	True	True	25189528	127	True	True	True	True	False	True
1524	GSK3B	2	True	True	25189528	8	True	True	True	True	False	False
1525	SOS/GRB2	3	True	True	25189528	42	True	True	True	True	False	False
1526	NOTCH	4	True	True	25189528	49151	True	True	True	True	False	False
1527	AXIN2	2	True	True	25189528	7	True	True	True	True	False	True
1528	GLI	3	True	True	25189528	127	True	True	True	True	False	True
1529	AKT	4	True	True	25189528	49151	True	True	True	True	False	False
1530	SMAD	4	True	True	25189528	3003	True	False	False	False	False	False
1531	MEK	5	True	True	25189528	2952773631	True	True	True	True	False	False
1532	B-Catenin_nuc	5	True	True	25189528	2160115904	True	True	True	True	False	False
1533	SNAI1	8	True	True	25189528	86844066927987146567678238756515930889952488499230423029593188005934847229951	True	True	True	True	False	False
1534	B-Catenin_memb	2	True	True	25189528	2	True	True	True	True	False	True
1535	E-cadherin	8	True	True	25189528	38597363079105398474523661669562635951089994888546854679819194669300081579092	True	True	True	True	False	False
1536	SNAI2	4	True	True	25189528	32767	True	True	True	True	False	True
1537	miR200	3	True	True	25189528	128	True	True	True	True	False	False
1538	ZEB1	2	True	True	25189528	4	True	True	True	True	False	True
1539	ZEB2	2	True	True	25189528	2	True	True	True	True	False	True
1540	AKT	2	True	True	25189528	7	True	True	True	True	False	True
1541	AXIN2	2	True	True	25189528	7	True	True	True	True	False	True
1542	B-Catenin_memb	2	True	True	25189528	4	True	True	True	True	False	True
1543	B-Catenin_nuc	4	True	True	25189528	57344	True	True	True	True	False	False
1544	BTrCP	1	True	True	25189528	2	True	True	True	True	True	False
1545	CD44	1	True	True	25189528	1	True	True	True	True	True	True
1546	CDC42	2	True	True	25189528	7	True	True	True	True	False	True
1547	c-fos	1	True	True	25189528	1	True	True	True	True	True	True
1548	cMet	2	True	True	25189528	7	True	True	True	True	False	True
1549	Csn	1	True	True	25189528	1	True	True	True	True	True	True
1550	DELTA	1	True	True	25189528	1	True	True	True	True	True	True
1551	DSH	1	True	True	25189528	1	True	True	True	True	True	True
1552	E-Cadherin	8	True	True	25189528	38597363079105398474523661669562635951089994888546854679819194669304376546644	True	True	True	True	False	False
1553	EGFR	1	True	True	25189528	1	True	True	True	True	True	True
1554	EGR1	1	True	True	25189528	1	True	True	True	True	True	True
1555	EMT	2	True	True	25189528	11	True	True	True	True	False	False
1556	ERK	1	True	True	25189528	1	True	True	True	True	True	True
1557	FGFR	1	True	True	25189528	1	True	True	True	True	True	True
1558	FOXC2	3	True	True	25189528	127	True	True	True	True	False	True
1559	Frizzled	1	True	True	25189528	1	True	True	True	True	True	True
1560	FUS	1	True	True	25189528	1	True	True	True	True	True	True
1561	GLI	2	True	True	25189528	11	True	True	True	True	False	False
1562	GSK3B	5	True	True	25189528	3233857664	True	True	True	True	False	False
1563	HEY1	2	True	True	25189528	7	True	True	True	True	False	True
1564	HIF1A	1	True	True	25189528	1	True	True	True	True	True	True
1565	IGF1R	1	True	True	25189528	1	True	True	True	True	True	True
1566	IKKA	1	True	True	25189528	1	True	True	True	True	True	True
1567	ILK	1	True	True	25189528	1	True	True	True	True	True	True
1568	Jagged	2	True	True	25189528	7	True	True	True	True	False	True
1569	LIV1	1	True	True	25189528	1	True	True	True	True	True	True
1570	LOXL23	1	True	True	25189528	1	True	True	True	True	True	True
1571	MEK	2	True	True	25189528	13	True	True	True	True	False	False
1572	miR200	3	True	True	25189528	128	True	True	True	True	False	False
1573	NFKB	1	True	True	25189528	1	True	True	True	True	True	True
1574	NOTCH	2	True	True	25189528	7	True	True	True	True	False	True
1575	NOTCH_ic	1	True	True	25189528	1	True	True	True	True	True	True
1576	PAK1	1	True	True	25189528	1	True	True	True	True	True	True
1577	Patched	1	True	True	25189528	2	True	True	True	True	True	False
1578	PDGFR	1	True	True	25189528	1	True	True	True	True	True	True
1579	PI3K	1	True	True	25189528	1	True	True	True	True	True	True
1580	RAF	1	True	True	25189528	1	True	True	True	True	True	True
1581	RAS	4	True	True	25189528	63487	True	True	True	True	False	False
1582	RKIP	2	True	True	25189528	14	True	True	True	True	False	False
1583	SHH	2	True	True	25189528	7	True	True	True	True	False	True
1584	SNAI2	4	True	True	25189528	32767	True	True	True	True	False	True
1585	SMAD	4	True	True	25189528	3003	True	False	False	False	False	False
1586	SMO	1	True	True	25189528	2	True	True	True	True	True	False
1587	SOS/GRB2	7	True	True	25189528	56713727820156410577229101238628035242	True	True	True	True	False	False
1588	SRC	5	True	True	25189528	2147483647	True	True	True	True	False	True
1589	STAT	1	True	True	25189528	1	True	True	True	True	True	True
1590	SUFU	1	True	True	25189528	2	True	True	True	True	True	False
1591	TCF/LEF	1	True	True	25189528	1	True	True	True	True	True	True
1592	TGFB	4	True	True	25189528	32767	True	True	True	True	False	True
1593	TGFBR	1	True	True	25189528	1	True	True	True	True	True	True
1594	TWIST1	5	True	True	25189528	2147483647	True	True	True	True	False	True
1595	Wnt	1	True	True	25189528	1	True	True	True	True	True	True
1596	ZEB1	4	True	True	25189528	10922	True	True	True	True	False	False
1597	ZEB2	4	True	True	25189528	10922	True	True	True	True	False	False
1598	Snail	3	True	True	30104572	84	True	True	True	True	False	True
1599	mu34	2	True	True	30104572	8	True	True	True	True	False	False
1600	Zeb	3	True	True	30104572	241	True	True	True	True	False	False
1601	mu200	3	True	True	30104572	205	True	True	True	True	False	False
1602	axin	2	True	True	29596489	13	True	True	True	True	False	False
1603	GSK3B	3	True	True	29596489	128	True	True	True	True	False	False
1604	DC	2	True	True	29596489	1	True	True	True	True	False	False
1605	B-catenin	1	True	True	29596489	2	True	True	True	True	True	False
1606	FoxO	2	True	True	29596489	2	True	True	True	True	False	True
1607	Rho	5	True	True	29596489	143165576	True	True	True	True	False	False
1608	MEKK1	2	True	True	29596489	7	True	True	True	True	False	True
1609	JNK	2	True	True	29596489	7	True	True	True	True	False	True
1610	PKC	3	True	True	29596489	127	True	True	True	True	False	True
1611	IRS	3	True	True	29596489	84	True	True	True	True	False	True
1612	Akt	2	True	True	29596489	7	True	True	True	True	False	True
1613	TSC2	3	True	True	29596489	213	True	True	True	True	False	False
1614	mTORC1	1	True	True	29596489	2	True	True	True	True	True	False
1615	S6K	2	True	True	29596489	7	True	True	True	True	False	True
1616	Ras	2	True	True	29596489	7	True	True	True	True	False	True
1617	Raf	3	True	True	29596489	42	True	True	True	True	False	False
1618	ERK	1	True	True	29596489	1	True	True	True	True	True	True
1619	mTORC2	4	True	True	29596489	2184	True	True	True	True	False	False
1620	RIP1	3	True	True	20221256	112	True	True	True	True	False	False
1621	DISC-FAS	2	True	True	20221256	1	True	True	True	True	False	False
1622	CASP8	4	True	True	20221256	28912	True	True	True	True	False	False
1623	TNFR	1	True	True	20221256	1	True	True	True	True	True	True
1624	cFLIP	1	True	True	20221256	1	True	True	True	True	True	True
1625	NFkB	2	True	True	20221256	4	True	True	True	True	False	True
1626	XIAP	2	True	True	20221256	2	True	True	True	True	False	True
1627	SMAC	1	True	True	20221256	1	True	True	True	True	True	True
1628	apoptosome	3	True	True	20221256	2	True	True	True	True	False	False
1629	Cyt_c	1	True	True	20221256	1	True	True	True	True	True	True
1630	ATP	1	True	True	20221256	2	True	True	True	True	True	False
1631	CASP3	2	True	True	20221256	2	True	True	True	True	False	True
1632	survival	1	True	True	20221256	1	True	True	True	True	True	True
1633	BCL2	1	True	True	20221256	1	True	True	True	True	True	True
1634	apoptosis	1	True	True	20221256	1	True	True	True	True	True	True
1635	RIP1ub	2	True	True	20221256	1	True	True	True	True	False	False
1636	cIAP	3	True	True	20221256	42	True	True	True	True	False	False
1637	IKK	1	True	True	20221256	1	True	True	True	True	True	True
1638	DISC-TNF	2	True	True	20221256	1	True	True	True	True	False	False
1639	RIP1k	1	True	True	20221256	1	True	True	True	True	True	True
1640	MOMP	2	True	True	20221256	7	True	True	True	True	False	True
1641	ROS	3	True	True	20221256	76	True	True	True	True	False	False
1642	MPT	2	True	True	20221256	4	True	True	True	True	False	True
1643	BAX	2	True	True	20221256	4	True	True	True	True	False	True
1644	NonACD	1	True	True	20221256	2	True	True	True	True	True	False
1645	Senescence	3	True	True	27613445	31	True	True	True	True	False	False
1646	G1_S	4	True	True	27613445	2	True	True	True	True	False	False
1647	MAPK	2	True	True	27613445	4	True	True	True	True	False	True
1648	p16	4	True	True	27613445	16384	True	True	True	True	False	True
1649	MDM2	6	True	True	27613445	2350879008182239232	True	True	True	True	False	False
1650	p53	1	True	True	27613445	2	True	True	True	True	True	False
1651	p21	4	True	True	27613445	19456	True	True	True	True	False	False
1652	AKT	4	True	True	27613445	28672	True	True	True	True	False	False
1653	mTORC1_S6K1	2	True	True	27613445	8	True	True	True	True	False	False
1654	ATP	1	True	True	27613445	1	True	True	True	True	True	True
1655	IRS_PIK3CA	1	True	True	27613445	1	True	True	True	True	True	True
1656	AMPK	2	True	True	27613445	2	True	True	True	True	False	True
1657	PTEN	2	True	True	27613445	4	True	True	True	True	False	True
1658	TSC	3	True	True	27613445	64	True	True	True	True	False	True
1659	MYC	4	True	True	27613445	16	True	True	True	True	False	False
1660	CDK2	4	True	True	27613445	1092	True	True	True	True	False	False
1661	RB1	1	True	True	27613445	2	True	True	True	True	True	False
1662	E2F1	4	True	True	27613445	42	True	True	True	True	False	False
1663	PRC	2	True	True	27613445	4	True	True	True	True	False	True
1664	Metabolism	4	True	True	27613445	1911	True	False	False	False	False	False
1665	PP2A	1	True	True	27613445	2	True	True	True	True	True	False
1666	FOXO	5	True	True	27613445	1894776832	True	True	True	True	False	False
1667	PP1C	2	True	True	27613445	7	True	True	True	True	False	True
1668	Nkx6.1	3	True	True	25398016	128	True	True	True	True	False	False
1669	Nkx6.2	4	True	True	25398016	32768	True	True	True	True	False	False
1670	Olig2	5	True	True	25398016	2147483648	True	True	True	True	False	False
1671	Irx3	2	True	True	25398016	8	True	True	True	True	False	False
1672	Dbx2	3	True	True	25398016	128	True	True	True	True	False	False
1673	Nkx2.2	5	True	True	25398016	2147483648	True	True	True	True	False	False
1674	Dbx1	4	True	True	25398016	32768	True	True	True	True	False	False
1675	Pax6	1	True	True	25398016	2	True	True	True	True	True	False
1676	PI3K	2	True	True	32305736	7	True	True	True	True	False	True
1677	STAT3	1	True	True	32305736	1	True	True	True	True	True	True
1678	SFK	1	True	True	32305736	1	True	True	True	True	True	True
1679	SMAD1-5	1	True	True	32305736	1	True	True	True	True	True	True
1680	SMAD1-5-4	1	True	True	32305736	1	True	True	True	True	True	True
1681	AKT	1	True	True	32305736	1	True	True	True	True	True	True
1682	SMAD3	1	True	True	32305736	1	True	True	True	True	True	True
1683	KLF4	2	True	True	32305736	7	True	True	True	True	False	True
1684	ETV5	4	True	True	32305736	32767	True	True	True	True	False	True
1685	TBX3	1	True	True	32305736	1	True	True	True	True	True	True
1686	TFAP2C	1	True	True	32305736	1	True	True	True	True	True	True
1687	DMRT1	1	True	True	32305736	2	True	True	True	True	True	False
1688	EZH2	2	True	True	32305736	14	True	True	True	True	False	False
1689	NANOG	6	True	True	32305736	9223160927400968191	True	True	True	True	False	False
1690	SOX2	3	True	True	32305736	47	True	True	True	True	False	True
1691	Oct4	2	True	True	32305736	7	True	True	True	True	False	True
1692	OCT4SOX2	2	True	True	32305736	1	True	True	True	True	False	False
1693	CDH1	3	True	True	32305736	47	True	True	True	True	False	True
1694	TET1	2	True	True	32305736	7	True	True	True	True	False	True
1695	LIN28a	1	True	True	32305736	1	True	True	True	True	True	True
1696	AnionEM	3	True	True	16968132	113	True	True	False	True	True	True
1697	Ca2_c	3	True	True	16968132	112	True	True	True	True	False	False
1698	ABI1	3	True	True	16968132	32	True	True	True	True	False	True
1699	pH	1	True	True	16968132	1	True	True	True	True	True	True
1700	Depolar	5	True	True	16968132	4227858431	True	True	True	True	False	False
1701	KEV	1	True	True	16968132	1	True	True	True	True	True	True
1702	KOUT	4	True	True	16968132	251	True	True	True	True	False	False
1703	HTPase	3	True	True	16968132	128	True	True	True	True	False	False
1704	Ca2_ATPase	1	True	True	16968132	1	True	True	True	True	True	True
1705	InsP6	1	True	True	16968132	1	True	True	True	True	True	True
1706	InsPK	1	True	True	16968132	1	True	True	True	True	True	True
1707	cADPR	1	True	True	16968132	1	True	True	True	True	True	True
1708	ADPRc	1	True	True	16968132	1	True	True	True	True	True	True
1709	Closure	5	True	True	16968132	42	True	True	True	True	False	False
1710	KAP	3	True	True	16968132	50	True	True	True	True	False	True
1711	Actin	2	True	True	16968132	11	True	True	True	True	False	False
1712	Malate	3	True	True	16968132	64	True	True	True	True	False	True
1713	Atrboh	4	True	True	16968132	256	True	True	True	True	False	False
1714	OST1	1	True	True	16968132	1	True	True	True	True	True	True
1715	ROP2	1	True	True	16968132	1	True	True	True	True	True	True
1716	cGMP	1	True	True	16968132	1	True	True	True	True	True	True
1717	GC	1	True	True	16968132	1	True	True	True	True	True	True
1718	ROP10	1	True	True	16968132	1	True	True	True	True	True	True
1719	PA	1	True	True	16968132	1	True	True	True	True	True	True
1720	PLD	1	True	True	16968132	1	True	True	True	True	True	True
1721	InsP3	1	True	True	16968132	1	True	True	True	True	True	True
1722	PLC	2	True	True	16968132	1	True	True	True	True	False	False
1723	NOS	1	True	True	16968132	1	True	True	True	True	True	True
1724	ROS	1	True	True	16968132	1	True	True	True	True	True	True
1725	CIS	4	True	True	16968132	4383	True	False	False	False	False	False
1726	CaIM	4	True	True	16968132	61648	True	True	True	True	False	False
1727	AGB1	1	True	True	16968132	1	True	True	True	True	True	True
1728	GPA1	3	True	True	16968132	13	True	True	True	True	False	False
1729	RAC1	2	True	True	16968132	8	True	True	True	True	False	False
1730	PEPC	1	True	True	16968132	2	True	True	True	True	True	False
1731	NO	2	True	True	16968132	1	True	True	True	True	False	False
1732	NIA12	1	True	True	16968132	1	True	True	True	True	True	True
1733	RCN1	1	True	True	16968132	1	True	True	True	True	True	True
1734	SphK	1	True	True	16968132	1	True	True	True	True	True	True
1735	S1P	1	True	True	16968132	1	True	True	True	True	True	True
1736	gads	1	True	True	17722974	1	True	True	True	True	True	True
1737	lat	1	True	True	17722974	1	True	True	True	True	True	True
1738	mek	1	True	True	17722974	1	True	True	True	True	True	True
1739	raf	1	True	True	17722974	1	True	True	True	True	True	True
1740	cd28	1	True	True	17722974	1	True	True	True	True	True	True
1741	pdk1	1	True	True	17722974	1	True	True	True	True	True	True
1742	pip3	3	True	True	17722974	8	True	True	True	True	False	True
1743	bclxl	1	True	True	17722974	2	True	True	True	True	True	False
1744	bad	1	True	True	17722974	2	True	True	True	True	True	False
1745	creb	1	True	True	17722974	1	True	True	True	True	True	True
1746	rsk	1	True	True	17722974	1	True	True	True	True	True	True
1747	lckp2	2	True	True	17722974	1	True	True	True	True	False	False
1748	lckr	1	True	True	17722974	1	True	True	True	True	True	True
1749	tcrb	2	True	True	17722974	4	True	True	True	True	False	True
1750	vav3	1	True	True	17722974	1	True	True	True	True	True	True
1751	sh3bp2	2	True	True	17722974	1	True	True	True	True	False	False
1752	card11a	3	True	True	17722974	1	True	True	True	True	False	False
1753	malt1	1	True	True	17722974	1	True	True	True	True	True	True
1754	card11	1	True	True	17722974	1	True	True	True	True	True	True
1755	bcl10	1	True	True	17722974	1	True	True	True	True	True	True
1756	erk	1	True	True	17722974	1	True	True	True	True	True	True
1757	mekk1	3	True	True	17722974	127	True	True	True	True	False	True
1758	hpk1	1	True	True	17722974	1	True	True	True	True	True	True
1759	rac1p2	2	True	True	17722974	1	True	True	True	True	False	False
1760	cdc42	1	True	True	17722974	1	True	True	True	True	True	True
1761	pi3k	3	True	True	17722974	112	True	True	True	True	False	False
1762	cblb	1	True	True	17722974	2	True	True	True	True	True	False
1763	xx	1	True	True	17722974	1	True	True	True	True	True	True
1764	ip3	1	True	True	17722974	1	True	True	True	True	True	True
1765	plcga	6	True	True	17722974	4294967296	True	True	True	True	False	False
1766	pkcth	3	True	True	17722974	1	True	True	True	True	False	False
1767	dag	2	True	True	17722974	4	True	True	True	True	False	True
