	nodename	pmid	model	k	BF as int	UF	EF	EUF	ThF	NCF	EThF	ising	bit_based
3085	v_IL4Ra_IL13Ra1	27464342	87	2	7	True	True	True	True	True	True	False	True
3086	v_IL4Ra_IL2Ry	27464342	87	1	1	True	True	True	True	True	True	True	True
3087	v_IL6_syn	27464342	87	2	2	True	True	True	True	True	True	False	True
3088	v_IL6mRNA	27464342	87	3	1	True	True	True	True	True	True	False	False
3089	v_IRAK1	27464342	87	4	8192	True	True	True	True	True	True	False	True
3090	v_IRAK4	27464342	87	4	4	True	True	True	True	True	True	False	False
3091	v_IRF3	27464342	87	2	2	True	True	True	True	True	True	False	True
3092	v_IRS1_2	27464342	87	1	1	True	True	True	True	True	True	True	True
3093	v_IkBa	27464342	87	1	1	True	True	True	True	True	True	True	True
3094	v_IkBa_syn	27464342	87	1	1	True	True	True	True	True	True	True	True
3095	v_IkBamRNA	27464342	87	1	1	True	True	True	True	True	True	True	True
3096	v_JNK	27464342	87	2	7	True	True	True	True	True	True	False	True
3097	v_MK2	27464342	87	1	1	True	True	True	True	True	True	True	True
3098	v_MK3	27464342	87	1	2	True	True	True	True	True	True	True	False
3099	v_MKK1_2	27464342	87	1	1	True	True	True	True	True	True	True	True
3100	v_MKK3	27464342	87	1	1	True	True	True	True	True	True	True	True
3101	v_MKK4	27464342	87	1	1	True	True	True	True	True	True	True	True
3102	v_MKK6	27464342	87	1	1	True	True	True	True	True	True	True	True
3103	v_MKK7	27464342	87	1	1	True	True	True	True	True	True	True	True
3104	v_MSK1	27464342	87	2	7	True	True	True	True	True	True	False	True
3105	v_MSK2	27464342	87	1	1	True	True	True	True	True	True	True	True
3106	v_Mrc1	27464342	87	1	1	True	True	True	True	True	True	True	True
3107	v_Mrc1mRNA	27464342	87	1	1	True	True	True	True	True	True	True	True
3108	v_NFkB	27464342	87	4	64	True	True	True	True	True	True	False	False
3109	v_PDK1	27464342	87	1	1	True	True	True	True	True	True	True	True
3110	v_PI3K	27464342	87	2	7	True	True	True	True	True	True	False	True
3111	v_PIP3	27464342	87	1	1	True	True	True	True	True	True	True	True
3112	v_PKC	27464342	87	1	1	True	True	True	True	True	True	True	True
3113	v_Socs1	27464342	87	1	1	True	True	True	True	True	True	True	True
3114	v_Socs1mRNA	27464342	87	3	127	True	True	True	True	True	True	False	True
3115	v_Socs2	27464342	87	1	1	True	True	True	True	True	True	True	True
3116	v_Socs2mRNA	27464342	87	1	1	True	True	True	True	True	True	True	True
3117	v_Socs3_MK2	27464342	87	1	1	True	True	True	True	True	True	True	True
3118	v_Socs3_Stat3	27464342	87	1	1	True	True	True	True	True	True	True	True
3119	v_Socs3mRNA_MK2	27464342	87	1	1	True	True	True	True	True	True	True	True
3120	v_Socs3mRNA_Stat3	27464342	87	2	1	True	True	True	True	True	True	False	False
3121	v_Stat1	27464342	87	4	1092	True	True	True	True	True	True	False	False
3122	v_Stat3	27464342	87	5	810333	True	True	True	False	False	False	False	False
3123	v_Stat6	27464342	87	9	35865313853539030116191308384665538117776539122412524774298349420144581044492568322419727331877308478346082025591755246680135377943716167680	True	True	True	False	False	False	False	False
3124	v_TAB	27464342	87	1	1	True	True	True	True	True	True	True	True
3125	v_TAK1	27464342	87	1	1	True	True	True	True	True	True	True	True
3126	v_TBK1	27464342	87	4	16	True	True	True	True	True	True	False	False
3127	v_TLR4RC	27464342	87	7	1024	True	True	True	True	True	True	False	False
3128	v_TNFa	27464342	87	2	2	True	True	True	True	True	True	False	True
3129	v_TNFamRNA	27464342	87	1	1	True	True	True	True	True	True	True	True
3130	v_TPL2	27464342	87	2	7	True	True	True	True	True	True	False	True
3131	v_TRAF6	27464342	87	5	252649231	True	True	True	True	True	True	False	False
3132	v_TTP	27464342	87	1	2	True	True	True	True	True	True	True	False
3133	v_c_JUN	27464342	87	1	1	True	True	True	True	True	True	True	True
3134	v_coSignal	27464342	87	1	1	True	True	True	True	True	True	True	True
3135	v_dum_DUSP1_inh	27464342	87	4	8191	True	True	True	True	True	True	False	False
3136	v_dum_IkBa_inh	27464342	87	3	31	True	True	True	True	True	True	False	False
3137	v_dum_Socs1_inh	27464342	87	4	7999	True	True	True	True	True	True	False	False
3138	v_dum_Socs3_inh	27464342	87	4	8191	True	True	True	True	True	True	False	False
3139	v_miR155	27464342	87	3	205	True	True	True	True	True	True	False	False
3140	v_p38	27464342	87	4	19660	True	True	True	True	True	True	False	False
3141	v_p70S6K	27464342	87	1	1	True	True	True	True	True	True	True	True
3142	v_p90Rsk_il	27464342	87	1	1	True	True	True	True	True	True	True	True
3143	v_p90Rsk_lps	27464342	87	1	1	True	True	True	True	True	True	True	True
3144	v_Neural_Precursor	22595676	88	1	1	True	True	True	True	True	True	True	True
3145	v_Progenitor	22595676	88	2	7	True	True	True	True	True	True	False	True
3146	v_elavl3_HuC	22595676	88	2	8	True	True	True	True	True	True	False	False
3147	v_her6	22595676	88	2	8	True	True	True	True	True	True	False	False
3148	v_miR_9	22595676	88	2	8	True	True	True	True	True	True	False	False
3149	v_zic5	22595676	88	2	8	True	True	True	True	True	True	False	False
3150	v_AKT	24250280	89	2	2	True	True	True	True	True	True	False	True
3151	v_Apoptosis	24250280	89	9	787057888810322346644239656558070861422094268324083368933497362321755972720311868321707241695416523994702784685834611393706180062008508309572318870372352	True	True	True	True	True	True	False	False
3152	v_EGFR	24250280	89	6	2306018931074138112	True	True	True	True	True	True	False	False
3153	v_ERK	24250280	89	8	3450925830344585194440224882462277827122076726793874314828644515577984	True	True	True	True	True	True	False	False
3154	v_FGFR3	24250280	89	5	1073741824	True	True	True	True	True	True	False	True
3155	v_FRS2	24250280	89	5	134217728	True	True	True	True	True	True	False	True
3156	v_Growth_Arrest	24250280	89	2	4	True	True	True	True	True	True	False	True
3157	v_MSK	24250280	89	8	57599210860849498799830304083997115692639702801710691136140932104380768845823	True	True	True	True	False	True	False	False
3158	v_PI3K	24250280	89	4	32767	True	True	True	True	True	True	False	True
3159	v_PTEN	24250280	89	1	1	True	True	True	True	True	True	True	True
3160	v_Proliferation	24250280	89	9	13538426245237316000531407180286403386957512855768274987157719579709923350207774018394037953167357341750757499812019180473942271	True	True	True	True	True	True	False	False
3161	v_p14	24250280	89	9	17799457898550784893393479192082026696986717957341890026764835200313784275474159636435826363436936422136552179504680228503295895209681143867707771257087	True	True	True	True	False	True	False	False
3162	v_AKT	24250280	90	2	4	True	True	True	True	True	True	False	True
3163	v_Apoptosis	24250280	90	7	19975071439349974375978242490438254592	True	True	True	True	True	True	False	False
3164	v_EGFR	24250280	90	5	1086324736	True	True	True	True	True	True	False	False
3165	v_ERK	24250280	90	7	39614081257132309537078935552	False	True	False	False	False	False	False	False
3166	v_FGFR3	24250280	90	4	128	True	True	True	True	True	True	False	True
3167	v_GRB2	24250280	90	5	1565917183	True	True	True	True	True	True	False	False
3168	v_Growth_Arrest	24250280	90	1	1	True	True	True	True	True	True	True	True
3169	v_PI3K	24250280	90	2	7	True	True	True	True	True	True	False	True
3170	v_Proliferation	24250280	90	5	262156	True	True	True	True	True	True	False	False
3171	v_RAF	24250280	90	5	1894776832	True	True	True	True	True	True	False	False
3172	v_RAS	24250280	90	4	29695	True	True	True	True	True	True	False	False
3173	v_p21	24250280	90	2	4	True	True	True	True	True	True	False	True
3174	v_p38	24250280	90	6	9176083688181956479	True	True	True	True	False	True	False	False
3175	v_p53	24250280	90	5	1330581343	False	True	False	False	False	False	False	False
3176	v_Apoptosis	24250280	91	5	7405568	True	True	True	True	False	True	False	False
3177	v_ERK	24250280	91	8	5788275855473782844956775905245690425753262379774360784661700493628544122880	True	True	True	True	True	True	False	False
3178	v_GADD45	24250280	91	4	15295	True	True	True	True	False	True	False	True
3179	v_GRB2	24250280	91	6	9165725965046985523	True	True	True	True	True	True	False	False
3180	v_Growth_Arrest	24250280	91	3	43	True	True	True	True	False	True	True	True
3181	v_JNK	24250280	91	6	8212305120415152127	True	True	True	True	False	True	False	False
3182	v_MDM2	24250280	91	5	1275872256	True	True	True	False	False	False	False	False
3183	v_PI3K	24250280	91	2	7	True	True	True	True	True	True	False	True
3184	v_PLCG	24250280	91	5	1879109632	True	True	True	True	True	True	False	False
3185	v_Proliferation	24250280	91	5	2062	True	True	True	True	False	True	False	False
3186	v_RAS	24250280	91	3	79	True	True	True	True	True	True	False	True
3187	v_p38	24250280	91	6	8212305120415152127	True	True	True	True	False	True	False	False
3188	v_AKT	25189528	92	2	7	True	True	True	True	True	True	False	True
3189	v_AXIN2	25189528	92	2	7	True	True	True	True	True	True	False	True
3190	v_CD44	25189528	92	1	1	True	True	True	True	True	True	True	True
3191	v_CDC42	25189528	92	2	7	True	True	True	True	True	True	False	True
3192	v_Csl	25189528	92	1	1	True	True	True	True	True	True	True	True
3193	v_Csn	25189528	92	1	1	True	True	True	True	True	True	True	True
3194	v_DELTA	25189528	92	1	1	True	True	True	True	True	True	True	True
3195	v_DSH	25189528	92	1	1	True	True	True	True	True	True	True	True
3196	v_Dest_Compl	25189528	92	4	307	True	True	True	True	True	True	False	False
3197	v_EGFR	25189528	92	1	1	True	True	True	True	True	True	True	True
3198	v_EGR1	25189528	92	1	1	True	True	True	True	True	True	True	True
3199	v_EMT	25189528	92	2	11	True	True	True	True	True	True	False	False
3200	v_ERK	25189528	92	1	1	True	True	True	True	True	True	True	True
3201	v_E_cadherin	25189528	92	8	38597363079105398474523661669562635951089994888546854679819194669304376546644	True	True	True	True	True	True	False	False
3202	v_FGFR	25189528	92	1	1	True	True	True	True	True	True	True	True
3203	v_FOXC2	25189528	92	3	127	True	True	True	True	True	True	False	True
3204	v_FUS	25189528	92	1	1	True	True	True	True	True	True	True	True
3205	v_Frizzled	25189528	92	1	1	True	True	True	True	True	True	True	True
3206	v_GLI	25189528	92	2	11	True	True	True	True	True	True	False	False
3207	v_GSK3	25189528	92	5	4041211904	True	True	True	True	True	True	False	False
3208	v_HEY1	25189528	92	2	7	True	True	True	True	True	True	False	True
3209	v_HIF1	25189528	92	1	1	True	True	True	True	True	True	True	True
3210	v_IGF1R	25189528	92	1	1	True	True	True	True	True	True	True	True
3211	v_IKK	25189528	92	1	1	True	True	True	True	True	True	True	True
3212	v_ILK	25189528	92	1	1	True	True	True	True	True	True	True	True
3213	v_Jagged	25189528	92	2	7	True	True	True	True	True	True	False	True
3214	v_LIV1	25189528	92	1	1	True	True	True	True	True	True	True	True
3215	v_LOXL23	25189528	92	1	1	True	True	True	True	True	True	True	True
3216	v_MEK	25189528	92	2	11	True	True	True	True	True	True	False	False
3217	v_NFB	25189528	92	1	1	True	True	True	True	True	True	True	True
3218	v_NOTCH	25189528	92	2	7	True	True	True	True	True	True	False	True
3219	v_NOTCH_ic	25189528	92	1	1	True	True	True	True	True	True	True	True
3220	v_PAK1	25189528	92	1	1	True	True	True	True	True	True	True	True
3221	v_PDGFR	25189528	92	1	1	True	True	True	True	True	True	True	True
3222	v_PI3K	25189528	92	1	1	True	True	True	True	True	True	True	True
3223	v_Patched	25189528	92	1	2	True	True	True	True	True	True	True	False
3224	v_RAF	25189528	92	1	1	True	True	True	True	True	True	True	True
3225	v_RAS	25189528	92	4	63487	True	True	True	True	True	True	False	False
3226	v_RKIP	25189528	92	2	14	True	True	True	True	True	True	False	False
3227	v_SHH	25189528	92	2	7	True	True	True	True	True	True	False	True
3228	v_SMAD	25189528	92	4	3003	True	True	True	False	False	False	False	False
3229	v_SMO	25189528	92	1	2	True	True	True	True	True	True	True	False
3230	v_SNAI2	25189528	92	4	32767	True	True	True	True	True	True	False	True
3231	v_SOS_GRB2	25189528	92	7	170135991242837650510949958786951872512	True	True	True	True	True	True	False	False
3232	v_SRC	25189528	92	5	2147483647	True	True	True	True	True	True	False	True
3233	v_STAT	25189528	92	1	1	True	True	True	True	True	True	True	True
3234	v_SUFU	25189528	92	1	2	True	True	True	True	True	True	True	False
3235	v_TCF_LEF	25189528	92	1	1	True	True	True	True	True	True	True	True
3236	v_TGF	25189528	92	4	32767	True	True	True	True	True	True	False	True
3237	v_TGFR	25189528	92	1	1	True	True	True	True	True	True	True	True
3238	v_TWIST1	25189528	92	5	2147483647	True	True	True	True	True	True	False	True
3239	v_TrCP	25189528	92	1	2	True	True	True	True	True	True	True	False
3240	v_Wnt	25189528	92	1	1	True	True	True	True	True	True	True	True
3241	v_ZEB1	25189528	92	4	28912	True	True	True	True	True	True	False	False
3242	v_ZEB2	25189528	92	4	28912	True	True	True	True	True	True	False	False
3243	v_cMet	25189528	92	2	7	True	True	True	True	True	True	False	True
3244	v_c_fos	25189528	92	1	1	True	True	True	True	True	True	True	True
3245	v_catenin_memb	25189528	92	2	4	True	True	True	True	True	True	False	True
3246	v_catenin_nuc	25189528	92	4	57344	True	True	True	True	True	True	False	False
3247	v_miR200	25189528	92	3	128	True	True	True	True	True	True	False	False
3248	v_AP1	33276543	93	1	1	True	True	True	True	True	True	True	True
3249	v_CD226	33276543	93	2	4	True	True	True	True	True	True	False	True
3250	v_CD28	33276543	93	3	8	True	True	True	True	True	True	False	True
3251	v_CD4	33276543	93	2	4	True	True	True	True	True	True	False	True
3252	v_CD8	33276543	93	1	1	True	True	True	True	True	True	True	True
3253	v_CK2	33276543	93	1	2	True	True	True	True	True	True	True	False
3254	v_CTLA4	33276543	93	5	271581184	True	True	True	True	True	True	False	False
3255	v_Ca_NFAT	33276543	93	3	76	True	True	True	True	True	True	False	False
3256	v_FOXO1	33276543	93	1	2	True	True	True	True	True	True	True	False
3257	v_GRB2	33276543	93	1	1	True	True	True	True	True	True	True	True
3258	v_GSK3	33276543	93	1	2	True	True	True	True	True	True	True	False
3259	v_ICOS	33276543	93	7	21684660637118627573646421061828366416	True	True	True	True	True	True	False	False
3260	v_IFNGR	33276543	93	1	1	True	True	True	True	True	True	True	True
3261	v_IL12R	33276543	93	1	1	True	True	True	True	True	True	True	True
3262	v_IL2	33276543	93	3	1	True	True	True	True	True	True	False	False
3263	v_IL27R	33276543	93	1	1	True	True	True	True	True	True	True	True
3264	v_LAG3	33276543	93	6	1531011938144747520	True	True	True	False	False	False	False	False
3265	v_LAT_complex	33276543	93	1	1	True	True	True	True	True	True	True	True
3266	v_LCK_FYN	33276543	93	3	112	True	True	True	True	True	True	False	False
3267	v_MAF	33276543	93	1	1	True	True	True	True	True	True	True	True
3268	v_MAPKs	33276543	93	3	127	True	True	True	True	True	True	False	True
3269	v_NFAT	33276543	93	2	4	True	True	True	True	True	True	False	True
3270	v_NFIL3	33276543	93	2	4	True	True	True	True	True	True	False	True
3271	v_NFkB	33276543	93	3	127	True	True	True	True	True	True	False	True
3272	v_PD1	33276543	93	9	1005585594121345072550221173414394326118003609943416814845814221223374986032963000637042030208385294625692966189522554831450484745461681765619006837882880	True	True	True	True	True	True	False	False
3273	v_PI3K_AKT	33276543	93	7	11342745564031282105607556741747179520	True	True	True	True	True	True	False	False
3274	v_PKC_teta	33276543	93	1	1	True	True	True	True	True	True	True	True
3275	v_PLCG	33276543	93	1	1	True	True	True	True	True	True	True	True
3276	v_PP2A	33276543	93	1	1	True	True	True	True	True	True	True	True
3277	v_PRDM1	33276543	93	1	1	True	True	True	True	True	True	True	True
3278	v_PTEN	33276543	93	1	2	True	True	True	True	True	True	True	False
3279	v_Proliferation_Survival	33276543	93	2	1	True	True	True	True	True	True	False	False
3280	v_SHIP	33276543	93	1	1	True	True	True	True	True	True	True	True
3281	v_SHP	33276543	93	1	1	True	True	True	True	True	True	True	True
3282	v_SMAD2_3	33276543	93	2	2	True	True	True	True	True	True	False	True
3283	v_SMAD7	33276543	93	1	2	True	True	True	True	True	True	True	False
3284	v_STAT1	33276543	93	2	7	True	True	True	True	True	True	False	True
3285	v_STAT3	33276543	93	1	1	True	True	True	True	True	True	True	True
3286	v_STAT4	33276543	93	1	1	True	True	True	True	True	True	True	True
3287	v_TCR	33276543	93	3	16	True	True	True	True	True	True	False	False
3288	v_TGFbR	33276543	93	1	1	True	True	True	True	True	True	True	True
3289	v_TIGIT	33276543	93	4	127	True	True	True	True	True	True	False	False
3290	v_TIM3	33276543	93	5	8323327	True	True	True	True	True	True	False	False
3291	v_TNFRs	33276543	93	7	27915511916299543729090972733958782976	True	True	True	True	True	True	False	False
3292	v_TRAFs	33276543	93	1	1	True	True	True	True	True	True	True	True
3293	v_Tbet	33276543	93	3	247	True	True	True	True	True	True	False	False
3294	v_Th1_CTL	33276543	93	2	1	True	True	True	True	True	True	False	False
3295	v_Treg	33276543	93	1	1	True	True	True	True	True	True	True	True
3296	v_VAV	33276543	93	2	7	True	True	True	True	True	True	False	True
3297	v_YY1	33276543	93	1	1	True	True	True	True	True	True	True	True
3298	v_Cdc25	18301750	95	3	43	True	True	True	True	False	True	True	True
3299	v_Cdc2_Cdc13	18301750	95	3	128	True	True	True	True	True	True	False	False
3300	v_Cdc2_Cdc13_A	18301750	95	5	32768	True	True	True	True	True	True	False	True
3301	v_PP	18301750	95	1	1	True	True	True	True	True	True	True	True
3302	v_Rum1	18301750	95	5	721551872	True	True	True	True	False	True	False	True
3303	v_SK	18301750	95	1	1	True	True	True	True	True	True	True	True
3304	v_Slp1	18301750	95	1	1	True	True	True	True	True	True	True	True
3305	v_Ste9	18301750	95	5	1292108800	True	True	True	True	False	True	False	True
3306	v_Wee1_Mik1	18301750	95	3	77	True	True	True	True	False	True	True	True
3307	v_CSF2Ra	33297362	98	1	1	True	True	True	True	True	True	True	True
3308	v_EGF	33297362	98	2	7	True	True	True	True	True	True	False	True
3309	v_ERK	33297362	98	1	1	True	True	True	True	True	True	True	True
3310	v_FcgR	33297362	98	3	127	True	True	True	True	True	True	False	True
3311	v_HIF1a	33297362	98	3	76	True	True	True	True	True	True	False	False
3312	v_IFNab	33297362	98	1	1	True	True	True	True	True	True	True	True
3313	v_IFNgR	33297362	98	3	42	True	True	True	True	True	True	False	False
3314	v_IL10	33297362	98	4	2184	True	True	True	True	True	True	False	False
3315	v_IL10R	33297362	98	2	7	True	True	True	True	True	True	False	True
3316	v_IL12	33297362	98	3	127	True	True	True	True	True	True	False	True
3317	v_IL1R	33297362	98	2	7	True	True	True	True	True	True	False	True
3318	v_IL1b	33297362	98	2	7	True	True	True	True	True	True	False	True
3319	v_IL4Ra	33297362	98	2	1	True	True	True	True	True	True	False	False
3320	v_IRF3	33297362	98	1	1	True	True	True	True	True	True	True	True
3321	v_IRF4	33297362	98	1	1	True	True	True	True	True	True	True	True
3322	v_IRF5	33297362	98	2	2	True	True	True	True	True	True	False	True
3323	v_JMJD3	33297362	98	2	7	True	True	True	True	True	True	False	True
3324	v_KLF4	33297362	98	1	1	True	True	True	True	True	True	True	True
3325	v_MCSFR	33297362	98	1	1	True	True	True	True	True	True	True	True
3326	v_NF_kB	33297362	98	8	34375776513811953016758302260829500291679457401869899691001919982545695408128	True	True	True	True	True	True	False	False
3327	v_PPARg	33297362	98	4	32512	True	True	True	True	True	True	False	False
3328	v_RAGE	33297362	98	1	1	True	True	True	True	True	True	True	True
3329	v_SOCS1	33297362	98	2	7	True	True	True	True	True	True	False	True
3330	v_STAT1	33297362	98	3	112	True	True	True	True	True	True	False	False
3331	v_STAT3	33297362	98	5	1275120640	True	True	True	True	True	True	False	False
3332	v_STAT5	33297362	98	3	8	True	True	True	True	True	True	False	True
3333	v_STAT6	33297362	98	2	7	True	True	True	True	True	True	False	True
3334	v_TGFb	33297362	98	2	2	True	True	True	True	True	True	False	True
3335	v_TLR4	33297362	98	2	4	True	True	True	True	True	True	False	True
3336	v_TNFa	33297362	98	2	4	True	True	True	True	True	True	False	True
3337	v_Brg1	33780439	99	1	2	True	True	True	True	True	True	True	False
3338	v_Cyr1	33780439	99	2	2	True	True	True	True	True	True	False	True
3339	v_EFG1_T	33780439	99	2	11	True	True	True	True	True	True	False	False
3340	v_ESCRT	33780439	99	1	1	True	True	True	True	True	True	True	True
3341	v_Efg1	33780439	99	1	1	True	True	True	True	True	True	True	True
3342	v_Efg1_active	33780439	99	3	19	True	True	True	True	True	True	False	False
3343	v_HAG_T	33780439	99	3	76	True	True	True	True	True	True	False	False
3344	v_HATs	33780439	99	2	4	True	True	True	True	True	True	False	True
3345	v_HDACs	33780439	99	1	1	True	True	True	True	True	True	True	True
3346	v_NRG1_T	33780439	99	6	17714334456184395093	True	True	True	True	True	True	False	False
3347	v_Nrg1_HAGs	33780439	99	3	49	True	True	True	True	True	True	False	False
3348	v_Rim8	33780439	99	1	1	True	True	True	True	True	True	True	True
3349	v_Ume6	33780439	99	2	2	True	True	True	True	True	True	False	True
3350	v_cAMP_PKA	33780439	99	1	1	True	True	True	True	True	True	True	True
3351	v_hyphal_initiation	33780439	99	4	13171	True	True	True	True	True	True	False	False
3352	v_hyphal_maintenance	33780439	99	3	16	True	True	True	True	True	True	False	False
3353	v_Apoptosis	33578936	100	2	2	True	True	True	True	True	True	False	True
3354	v_Differentiation	33578936	100	3	76	True	True	True	True	True	True	False	False
3355	v_Proliferation	33578936	100	5	2147483647	True	True	True	True	True	True	False	True
3356	v_akt	33578936	100	1	1	True	True	True	True	True	True	True	True
3357	v_arf	33578936	100	1	1	True	True	True	True	True	True	True	True
3358	v_bcl2	33578936	100	2	2	True	True	True	True	True	True	False	True
3359	v_ccnd1	33578936	100	2	8	True	True	True	True	True	True	False	False
3360	v_cebpa	33578936	100	1	2	True	True	True	True	True	True	True	False
3361	v_erk	33578936	100	1	1	True	True	True	True	True	True	True	True
3362	v_etv6	33578936	100	1	2	True	True	True	True	True	True	True	False
3363	v_fbxw7	33578936	100	1	1	True	True	True	True	True	True	True	True
3364	v_gsk3b	33578936	100	1	2	True	True	True	True	True	True	True	False
3365	v_hoxa9	33578936	100	1	2	True	True	True	True	True	True	True	False
3366	v_meis1	33578936	100	2	13	True	True	True	True	True	True	False	False
3367	v_myc	33578936	100	3	14	True	True	True	True	True	True	False	True
3368	v_sox4	33578936	100	1	2	True	True	True	True	True	True	True	False
3369	v_stat5a	33578936	100	1	1	True	True	True	True	True	True	True	True
3370	v_tp53	33578936	100	1	1	True	True	True	True	True	True	True	True
3371	v_Acts	34633559	102	5	3289650	True	True	True	False	False	False	False	False
3372	v_Autp	34633559	102	4	50437	False	True	False	False	False	False	False	False
3373	v_BCLXLp	34633559	102	4	32512	True	True	True	True	True	True	False	False
3374	v_CASPp	34633559	102	3	140	True	True	True	True	True	True	False	False
3375	v_ERKs	34633559	102	2	7	True	True	True	True	True	True	False	True
3376	v_Migs	34633559	102	3	1	True	True	True	True	True	True	False	False
3377	v_NFkBs	34633559	102	2	7	True	True	True	True	True	True	False	True
3378	v_P21p	34633559	102	3	112	True	True	True	True	True	True	False	False
3379	v_P53p	34633559	102	3	226	False	True	False	False	False	False	False	False
3380	v_P53s	34633559	102	3	64	True	True	True	True	True	True	False	True
3381	v_PIP3p	34633559	102	3	112	True	True	True	True	True	True	False	False
3382	v_PIP3s	34633559	102	3	112	True	True	True	True	True	True	False	False
3383	v_Prop	34633559	102	3	2	True	True	True	True	True	True	False	False
3384	v_Pros	34633559	102	2	4	True	True	True	True	True	True	False	True
3385	v_RASp	34633559	102	3	127	True	True	True	True	True	True	False	True
3386	v_RASs	34633559	102	5	2147483647	True	True	True	True	True	True	False	True
3387	v_STATp	34633559	102	1	1	True	True	True	True	True	True	True	True
3388	v_AKTp	34633559	103	1	1	True	True	True	True	True	True	True	True
3389	v_AKTs	34633559	103	1	1	True	True	True	True	True	True	True	True
3390	v_AP1s	34633559	103	1	1	True	True	True	True	True	True	True	True
3391	v_Acts	34633559	103	5	84152076	True	True	True	False	False	False	False	False
3392	v_Apop	34633559	103	1	1	True	True	True	True	True	True	True	True
3393	v_Apos	34633559	103	1	1	True	True	True	True	True	True	True	True
3394	v_Autp	34633559	103	3	112	True	True	True	True	True	True	False	False
3395	v_BAXp	34633559	103	1	2	True	True	True	True	True	True	True	False
3396	v_BCLXLp	34633559	103	5	2130771712	True	True	True	True	True	True	False	False
3397	v_Beclin1p	34633559	103	2	8	True	True	True	True	True	True	False	False
3398	v_CASPp	34633559	103	4	19660	True	True	True	True	True	True	False	False
3399	v_CyclinDp	34633559	103	2	2	True	True	True	True	True	True	False	True
3400	v_CyclinEp	34633559	103	2	2	True	True	True	True	True	True	False	True
3401	v_E2Fp	34633559	103	1	2	True	True	True	True	True	True	True	False
3402	v_EGF	34633559	103	1	1	True	True	True	True	True	True	True	True
3403	v_EGFRp	34633559	103	2	7	True	True	True	True	True	True	False	True
3404	v_EGFRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3405	v_ERKp	34633559	103	1	1	True	True	True	True	True	True	True	True
3406	v_ERKs	34633559	103	2	7	True	True	True	True	True	True	False	True
3407	v_FGFRp	34633559	103	1	1	True	True	True	True	True	True	True	True
3408	v_FGFRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3409	v_IFNGRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3410	v_JAK1p	34633559	103	1	1	True	True	True	True	True	True	True	True
3411	v_JNKp	34633559	103	1	1	True	True	True	True	True	True	True	True
3412	v_MDM2p	34633559	103	3	42	True	True	True	True	True	True	False	False
3413	v_MDM2s	34633559	103	2	7	True	True	True	True	True	True	False	True
3414	v_MEKp	34633559	103	1	1	True	True	True	True	True	True	True	True
3415	v_MEKs	34633559	103	1	1	True	True	True	True	True	True	True	True
3416	v_Migs	34633559	103	3	1	True	True	True	True	True	True	False	False
3417	v_NFkBp	34633559	103	1	1	True	True	True	True	True	True	True	True
3418	v_NFkBs	34633559	103	2	7	True	True	True	True	True	True	False	True
3419	v_P21p	34633559	103	3	42	True	True	True	True	True	True	False	False
3420	v_P21s	34633559	103	1	1	True	True	True	True	True	True	True	True
3421	v_P38s	34633559	103	2	7	True	True	True	True	True	True	False	True
3422	v_P53p	34633559	103	1	2	True	True	True	True	True	True	True	False
3423	v_P53s	34633559	103	2	4	True	True	True	True	True	True	False	True
3424	v_PDGFBB	34633559	103	2	7	True	True	True	True	True	True	False	True
3425	v_PDGFBBRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3426	v_PI3Kp	34633559	103	2	7	True	True	True	True	True	True	False	True
3427	v_PI3Ks	34633559	103	2	7	True	True	True	True	True	True	False	True
3428	v_PIP3p	34633559	103	2	4	True	True	True	True	True	True	False	True
3429	v_PIP3s	34633559	103	2	4	True	True	True	True	True	True	False	True
3430	v_PPARgs	34633559	103	1	1	True	True	True	True	True	True	True	True
3431	v_PTENp	34633559	103	1	1	True	True	True	True	True	True	True	True
3432	v_PTENs	34633559	103	1	1	True	True	True	True	True	True	True	True
3433	v_Prop	34633559	103	3	7	True	True	True	True	True	True	False	False
3434	v_Pros	34633559	103	2	4	True	True	True	True	True	True	False	True
3435	v_RAFp	34633559	103	1	1	True	True	True	True	True	True	True	True
3436	v_RAFs	34633559	103	1	1	True	True	True	True	True	True	True	True
3437	v_RASp	34633559	103	2	7	True	True	True	True	True	True	False	True
3438	v_RASs	34633559	103	3	127	True	True	True	True	True	True	False	True
3439	v_RBp	34633559	103	1	2	True	True	True	True	True	True	True	False
3440	v_SMADp	34633559	103	1	1	True	True	True	True	True	True	True	True
3441	v_SMADs	34633559	103	1	1	True	True	True	True	True	True	True	True
3442	v_STATp	34633559	103	1	1	True	True	True	True	True	True	True	True
3443	v_STATs	34633559	103	1	1	True	True	True	True	True	True	True	True
3444	v_TGFRp	34633559	103	1	1	True	True	True	True	True	True	True	True
3445	v_TGFRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3446	v_TGFb	34633559	103	2	7	True	True	True	True	True	True	False	True
3447	v_TNFRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3448	v_VEGF	34633559	103	3	127	True	True	True	True	True	True	False	True
3449	v_VEGFRs	34633559	103	1	1	True	True	True	True	True	True	True	True
3450	v_bFGF	34633559	103	2	7	True	True	True	True	True	True	False	True
