network_number	fro	to	sign
3486	8	1	i
3486	9	1	a
3486	5	1	i
3486	5	2	i
3486	2	2	i
3486	7	2	i
3486	8	3	i
3486	7	3	a
3486	4	3	a
3486	10	4	a
3486	4	4	i
3486	7	5	a
3486	3	5	i
3486	3	6	i
3486	12	6	i
3486	6	6	i
3486	11	6	i
3486	1	6	i
3486	11	7	i
3486	5	8	i
3486	6	8	i
3486	5	9	i
3486	11	9	i
3486	3	9	i
3486	2	10	a
3486	8	11	a
3486	3	12	i
3486	11	12	i
3487	4	1	a
3487	12	1	i
3487	5	2	i
3487	10	2	a
3487	9	3	a
3487	11	3	a
3487	7	3	a
3487	6	3	a
3487	11	4	a
3487	2	4	a
3487	8	4	a
3487	2	5	a
3487	4	6	i
3487	11	6	a
3487	5	6	a
3487	11	7	a
3487	5	8	a
3487	3	9	a
3487	6	9	a
3487	2	10	a
3487	1	10	a
3487	9	10	a
3487	6	10	a
3487	7	10	a
3487	3	10	a
3487	4	10	a
3487	10	11	a
3487	11	11	a
3487	6	11	a
3487	5	11	a
3487	2	11	a
3487	3	11	a
3487	7	11	i
3487	4	12	a
3487	12	12	a
3487	5	12	a
3487	11	12	a
3487	3	12	i
3488	6	1	a
3488	10	1	a
3488	12	1	i
3488	7	2	a
3488	6	2	a
3488	5	2	a
3488	12	2	a
3488	9	3	a
3488	6	3	i
3488	1	3	a
3488	2	3	a
3488	9	4	a
3488	6	4	i
3488	11	4	a
3488	7	5	a
3488	1	5	i
3488	8	5	a
3488	10	5	a
3488	7	6	a
3488	9	6	a
3488	1	6	a
3488	8	7	a
3488	8	8	a
3488	2	8	a
3488	2	9	i
3488	6	9	a
3488	7	9	a
3488	11	9	a
3488	6	10	a
3488	1	10	a
3488	4	11	a
3488	7	11	i
3488	6	11	a
3488	1	12	a
3488	11	12	a
3488	10	12	a
3489	9	1	i
3489	11	1	a
3489	5	2	a
3489	8	2	a
3489	4	2	a
3489	2	3	a
3489	9	4	a
3489	4	4	i
3489	10	4	a
3489	7	4	a
3489	3	4	i
3489	5	5	a
3489	10	5	a
3489	10	6	a
3489	8	6	a
3489	7	6	a
3489	2	7	a
3489	3	8	a
3489	5	8	i
3489	2	8	a
3489	8	8	a
3489	10	8	a
3489	9	9	a
3489	11	10	a
3489	6	10	i
3489	2	11	i
3489	7	11	a
3489	3	11	a
3489	6	11	i
3489	6	12	a
3489	3	12	a
3490	3	1	a
3490	12	1	a
3490	2	1	i
3490	10	1	a
3490	6	1	a
3490	11	1	a
3490	5	2	a
3490	4	2	a
3490	9	2	a
3490	10	3	a
3490	5	3	a
3490	8	3	a
3490	2	4	a
3490	1	4	a
3490	7	4	a
3490	1	5	a
3490	11	5	a
3490	6	5	a
3490	6	6	a
3490	7	6	a
3490	2	6	a
3490	12	6	a
3490	8	6	a
3490	8	7	a
3490	10	7	a
3490	5	8	a
3490	8	8	a
3490	3	8	a
3490	7	8	i
3490	3	9	a
3490	8	9	a
3490	1	9	i
3490	6	10	a
3490	6	11	a
3490	12	12	a
3491	6	1	a
3491	1	2	a
3491	8	3	a
3491	12	3	a
3491	11	3	a
3491	9	3	a
3491	10	3	i
3491	10	4	a
3491	7	5	a
3491	3	5	a
3491	8	5	a
3491	9	6	i
3491	11	6	a
3491	9	7	a
3491	2	8	a
3491	12	9	i
3491	10	9	a
3491	12	10	a
3491	1	10	i
3491	11	11	a
3491	2	11	i
3491	5	11	a
3491	5	12	a
3492	2	1	a
3492	7	2	a
3492	9	2	i
3492	10	2	a
3492	2	3	a
3492	8	3	a
3492	5	3	a
3492	9	3	a
3492	4	4	a
3492	8	4	a
3492	1	4	a
3492	10	4	a
3492	12	4	a
3492	2	5	a
3492	12	5	a
3492	11	6	a
3492	5	6	a
3492	1	6	i
3492	12	6	i
3492	10	6	i
3492	2	7	a
3492	1	7	a
3492	5	7	a
3492	3	7	i
3492	4	8	a
3492	1	8	a
3492	3	9	a
3492	6	9	a
3492	5	9	a
3492	9	10	a
3492	2	10	a
3492	7	10	a
3492	11	10	a
3492	8	10	a
3492	7	11	a
3492	9	11	a
3492	3	12	a
3493	9	1	a
3493	4	1	i
3493	12	1	a
3493	5	1	a
3493	2	1	i
3493	11	1	i
3493	8	1	a
3493	3	2	i
3493	11	2	a
3493	7	2	a
3493	2	2	a
3493	10	3	a
3493	1	3	a
3493	11	3	i
3493	2	3	i
3493	3	3	a
3493	4	3	a
3493	12	4	a
3493	10	4	a
3493	2	5	a
3493	10	5	i
3493	12	5	a
3493	10	6	a
3493	5	6	a
3493	9	7	a
3493	3	7	a
3493	10	8	a
3493	11	8	a
3493	4	9	i
3493	9	9	a
3493	7	9	a
3493	10	10	i
3493	6	10	a
3493	7	10	a
3493	3	11	a
3493	2	12	a
3493	9	12	i
3494	2	1	i
3494	5	1	i
3494	1	1	i
3494	4	1	i
3494	6	1	i
3494	9	2	i
3494	1	3	i
3494	7	3	i
3494	1	4	i
3494	6	4	i
3494	7	4	i
3494	3	5	i
3494	10	5	i
3494	7	6	i
3494	5	6	i
3494	4	6	i
3494	10	6	i
3494	2	6	i
3494	8	7	i
3494	11	7	i
3494	3	8	i
3494	1	9	i
3494	11	9	i
3494	6	9	i
3494	4	10	a
3494	9	10	i
3494	8	11	i
3494	1	11	i
3494	10	11	i
3494	11	12	a
3494	7	12	i
3494	9	12	i
3495	12	1	a
3495	8	1	a
3495	9	1	a
3495	3	1	a
3495	7	2	a
3495	10	2	a
3495	4	2	a
3495	5	3	a
3495	3	3	a
3495	9	4	a
3495	7	5	a
3495	5	5	a
3495	2	5	a
3495	10	6	a
3495	5	6	a
3495	6	6	a
3495	2	6	a
3495	12	6	a
3495	11	6	a
3495	8	6	a
3495	10	7	a
3495	5	8	i
3495	3	8	a
3495	8	8	i
3495	2	9	i
3495	12	10	a
3495	2	10	a
3495	11	10	i
3495	9	10	a
3495	3	11	i
3495	12	11	i
3495	9	12	a
3496	12	1	i
3496	7	1	i
3496	8	1	i
3496	4	2	i
3496	1	2	i
3496	3	2	i
3496	11	2	a
3496	2	2	a
3496	1	3	i
3496	7	3	i
3496	3	3	i
3496	2	4	a
3496	4	5	i
3496	3	6	i
3496	5	6	a
3496	8	6	a
3496	10	7	i
3496	2	7	a
3496	9	8	a
3496	6	8	i
3496	1	8	i
3496	2	8	i
3496	11	8	i
3496	11	9	i
3496	9	9	i
3496	3	9	a
3496	12	10	a
3496	7	10	a
3496	2	10	a
3496	10	10	a
3496	11	10	a
3496	3	10	i
3496	1	10	i
3496	12	11	a
3496	8	11	a
3496	2	12	i
3496	10	12	a
3496	7	12	i
3496	6	12	i
3497	3	1	a
3497	12	1	i
3497	11	1	a
3497	4	1	a
3497	5	1	a
3497	2	2	a
3497	12	2	a
3497	4	3	a
3497	2	3	a
3497	7	3	a
3497	9	4	i
3497	12	4	a
3497	2	5	a
3497	4	5	a
3497	3	5	a
3497	12	5	a
3497	2	6	a
3497	4	6	a
3497	6	7	a
3497	10	7	a
3497	9	7	a
3497	7	7	a
3497	3	7	i
3497	8	8	a
3497	2	8	a
3497	6	8	a
3497	6	9	a
3497	8	10	a
3497	12	10	a
3497	4	11	a
3497	9	11	a
3497	7	11	a
3497	2	12	a
3497	3	12	a
3497	5	12	a
3497	12	12	i
3497	1	12	a
3497	11	12	a
3497	8	12	a
3498	9	1	i
3498	4	1	i
3498	1	1	i
3498	3	2	i
3498	5	2	i
3498	11	3	i
3498	4	3	i
3498	6	3	i
3498	1	3	i
3498	8	4	i
3498	1	4	i
3498	4	4	i
3498	5	4	i
3498	9	5	i
3498	12	5	i
3498	9	6	i
3498	7	7	i
3498	6	7	i
3498	11	7	i
3498	4	8	i
3498	1	8	i
3498	9	8	i
3498	12	8	i
3498	5	8	i
3498	2	8	i
3498	10	8	i
3498	11	9	i
3498	3	9	i
3498	8	9	i
3498	10	9	i
3498	2	10	i
3498	7	10	i
3498	1	10	i
3498	12	10	i
3498	9	10	i
3498	9	11	i
3498	10	12	i
3498	7	12	i
3498	1	12	i
3499	2	1	a
3499	7	1	a
3499	6	2	a
3499	2	2	a
3499	8	2	a
3499	12	2	a
3499	4	2	i
3499	5	2	i
3499	6	3	a
3499	6	4	a
3499	2	4	a
3499	11	4	a
3499	8	4	a
3499	1	4	a
3499	12	4	a
3499	1	5	i
3499	11	6	a
3499	3	6	a
3499	10	6	a
3499	8	7	a
3499	4	7	a
3499	11	7	a
3499	2	8	a
3499	5	8	a
3499	4	8	a
3499	12	8	a
3499	8	9	a
3499	4	10	a
3499	12	10	a
3499	10	11	i
3499	4	12	i
3499	6	12	i
3499	11	12	a
3499	7	12	i
3499	2	12	i
3499	5	12	i
3499	8	12	a
3500	1	1	a
3500	6	1	a
3500	12	1	i
3500	2	1	a
3500	7	1	a
3500	4	1	a
3500	3	2	a
3500	10	2	a
3500	5	2	a
3500	11	2	a
3500	1	2	a
3500	11	3	a
3500	9	4	i
3500	12	4	i
3500	4	5	a
3500	3	5	a
3500	2	5	a
3500	1	5	a
3500	10	6	i
3500	12	6	a
3500	1	6	a
3500	9	7	a
3500	11	7	a
3500	4	7	a
3500	3	7	a
3500	8	7	a
3500	1	8	i
3500	9	9	a
3500	4	9	a
3500	10	10	a
3500	7	11	i
3500	9	12	a
3500	4	12	a
3501	7	1	a
3501	11	1	a
3501	7	2	i
3501	6	3	a
3501	3	3	a
3501	1	3	i
3501	8	3	a
3501	6	4	i
3501	4	4	i
3501	8	4	a
3501	11	4	i
3501	5	5	a
3501	11	6	i
3501	10	6	i
3501	9	6	a
3501	3	6	i
3501	1	7	a
3501	3	8	a
3501	11	9	i
3501	2	10	i
3501	4	11	a
3501	7	11	a
3501	5	11	i
3501	3	11	a
3501	8	11	i
3501	5	12	a
3501	9	12	a
3502	6	1	i
3502	3	2	i
3502	10	3	i
3502	1	3	i
3502	2	3	i
3502	7	3	i
3502	5	3	i
3502	11	3	a
3502	8	3	i
3502	11	4	a
3502	3	4	a
3502	9	4	i
3502	6	5	i
3502	12	5	a
3502	11	5	i
3502	10	5	i
3502	2	5	a
3502	1	6	a
3502	8	6	i
3502	9	7	a
3502	12	7	a
3502	3	7	i
3502	4	7	i
3502	5	7	i
3502	1	7	i
3502	2	7	i
3502	10	8	i
3502	10	9	a
3502	10	10	a
3502	11	10	a
3502	2	10	i
3502	5	10	i
3502	12	10	i
3502	9	10	a
3502	3	11	a
3502	1	11	i
3502	11	11	i
3502	6	11	i
3502	7	12	i
3502	6	12	i
3502	10	12	i
3502	1	12	a
3503	8	1	a
3503	6	1	a
3503	3	1	i
3503	12	1	i
3503	6	2	i
3503	2	2	a
3503	5	2	a
3503	1	2	i
3503	4	3	a
3503	8	3	i
3503	11	3	i
3503	8	4	i
3503	2	5	a
3503	11	6	a
3503	9	6	a
3503	5	6	a
3503	8	6	a
3503	1	7	i
3503	7	7	a
3503	8	7	i
3503	3	7	a
3503	1	8	i
3503	8	8	i
3503	9	9	i
3503	5	9	a
3503	3	9	i
3503	1	10	i
3503	12	10	i
3503	2	10	a
3503	11	10	a
3503	6	10	i
3503	10	10	i
3503	11	11	a
3503	3	11	a
3503	9	12	i
3504	8	1	i
3504	11	1	i
3504	2	1	a
3504	12	1	i
3504	4	1	i
3504	11	2	i
3504	6	2	i
3504	9	2	i
3504	6	3	a
3504	2	4	a
3504	9	4	a
3504	7	4	i
3504	10	5	i
3504	11	6	i
3504	10	6	a
3504	3	7	i
3504	2	7	i
3504	2	8	a
3504	7	8	i
3504	6	8	a
3504	3	8	a
3504	10	8	a
3504	9	8	a
3504	12	8	a
3504	10	9	i
3504	12	9	i
3504	7	10	a
3504	10	11	a
3504	3	11	i
3504	7	11	i
3504	11	12	a
3504	8	12	a
3504	2	12	a
3504	1	12	i
3505	4	1	i
3505	10	1	i
3505	11	1	i
3505	3	2	i
3505	7	2	i
3505	6	2	i
3505	5	2	a
3505	8	2	i
3505	1	2	i
3505	8	3	a
3505	11	3	i
3505	9	3	i
3505	12	3	i
3505	4	3	i
3505	4	4	i
3505	8	4	i
3505	10	4	i
3505	9	4	i
3505	1	5	i
3505	11	5	i
3505	12	6	i
3505	9	7	i
3505	2	8	i
3505	9	8	a
3505	8	9	i
3505	8	10	i
3505	2	10	i
3505	7	10	i
3505	3	10	i
3505	12	11	i
3505	10	11	i
3505	4	11	i
3505	5	11	i
3505	7	11	a
3505	6	12	i
3505	7	12	i
3506	5	1	i
3506	2	1	i
3506	12	1	a
3506	9	2	i
3506	8	2	i
3506	12	2	i
3506	10	2	i
3506	12	3	a
3506	4	3	i
3506	7	3	i
3506	1	3	i
3506	5	4	a
3506	6	4	a
3506	11	4	i
3506	7	4	i
3506	7	5	a
3506	1	6	a
3506	6	6	i
3506	11	7	i
3506	6	7	a
3506	1	7	a
3506	7	7	a
3506	3	7	a
3506	8	7	a
3506	5	7	i
3506	4	8	i
3506	7	8	i
3506	2	9	i
3506	7	9	a
3506	10	9	i
3506	11	10	i
3506	12	10	a
3506	8	10	a
3506	4	11	i
3506	10	11	i
3506	8	11	i
3506	12	11	i
3506	1	11	i
3506	3	11	i
3506	7	12	i
3506	12	12	a
3507	4	1	a
3507	11	1	a
3507	2	1	a
3507	2	2	a
3507	11	2	i
3507	6	2	a
3507	12	2	a
3507	8	2	a
3507	10	3	a
3507	9	3	a
3507	8	3	a
3507	12	3	a
3507	4	3	a
3507	11	4	i
3507	8	4	a
3507	12	5	a
3507	2	5	a
3507	9	5	a
3507	3	5	a
3507	7	5	a
3507	10	5	a
3507	8	5	a
3507	3	6	a
3507	12	7	a
3507	9	7	a
3507	8	8	a
3507	10	8	a
3507	6	9	a
3507	5	9	a
3507	10	9	a
3507	4	10	a
3507	2	10	a
3507	10	11	a
3507	6	12	a
3508	8	1	a
3508	5	2	a
3508	6	2	a
3508	3	2	a
3508	7	2	a
3508	8	2	a
3508	12	3	a
3508	3	4	a
3508	7	4	a
3508	5	4	a
3508	9	4	a
3508	8	4	a
3508	4	4	i
3508	10	4	a
3508	2	5	a
3508	8	5	a
3508	1	5	a
3508	10	5	a
3508	12	6	a
3508	3	7	a
3508	9	7	a
3508	9	8	a
3508	11	8	a
3508	2	8	a
3508	5	8	a
3508	7	8	a
3508	12	9	a
3508	5	9	a
3508	10	9	i
3508	1	9	a
3508	11	9	a
3508	7	10	a
3508	2	10	a
3508	8	11	a
3508	11	12	i
3508	6	12	a
3509	8	1	i
3509	12	1	i
3509	3	1	i
3509	3	2	i
3509	9	2	i
3509	4	2	i
3509	12	2	i
3509	10	3	a
3509	6	3	i
3509	6	4	i
3509	7	4	i
3509	1	4	i
3509	11	4	a
3509	3	5	i
3509	2	5	i
3509	4	5	i
3509	7	6	i
3509	2	7	i
3509	5	7	i
3509	4	7	i
3509	10	7	i
3509	7	7	i
3509	1	8	i
3509	1	9	i
3509	9	9	a
3509	2	10	i
3509	11	10	i
3509	10	10	i
3509	10	11	i
3509	11	11	i
3509	7	11	i
3509	8	12	i
3509	10	12	i
3510	11	1	i
3510	10	1	i
3510	1	2	i
3510	12	3	i
3510	2	3	a
3510	8	3	i
3510	6	4	i
3510	1	4	i
3510	2	4	i
3510	12	4	i
3510	4	4	i
3510	5	4	a
3510	11	5	i
3510	2	6	i
3510	7	6	i
3510	5	7	i
3510	3	7	a
3510	5	8	a
3510	4	8	i
3510	7	8	i
3510	3	8	i
3510	11	8	i
3510	4	9	i
3510	9	9	i
3510	10	10	i
3510	11	11	a
3510	4	12	i
3510	6	12	i
3510	5	12	a
3510	9	12	i
3510	3	12	i
3510	2	12	i
3511	1	1	i
3511	5	1	i
3511	9	1	i
3511	3	1	i
3511	5	2	i
3511	1	2	i
3511	11	2	i
3511	1	3	i
3511	5	4	i
3511	12	4	i
3511	8	5	a
3511	1	6	i
3511	5	6	i
3511	4	6	a
3511	12	7	i
3511	3	7	i
3511	12	8	i
3511	8	8	i
3511	6	8	i
3511	6	9	i
3511	4	9	i
3511	8	9	i
3511	4	10	i
3511	1	11	a
3511	3	11	i
3511	5	12	i
3511	2	12	i
3511	12	12	i
3512	10	1	a
3512	9	1	a
3512	8	1	a
3512	1	1	a
3512	11	1	a
3512	11	2	a
3512	5	3	a
3512	6	3	a
3512	3	3	a
3512	8	3	a
3512	1	4	a
3512	4	4	a
3512	6	4	a
3512	4	5	i
3512	11	5	a
3512	10	5	a
3512	7	5	a
3512	2	6	a
3512	3	6	a
3512	12	6	a
3512	4	6	a
3512	5	6	i
3512	8	6	a
3512	7	6	a
3512	2	7	i
3512	5	7	a
3512	1	8	a
3512	7	8	a
3512	4	8	i
3512	12	8	a
3512	6	8	a
3512	11	9	a
3512	9	9	a
3512	3	9	a
3512	8	9	a
3512	3	10	a
3512	10	10	a
3512	4	10	a
3512	9	10	i
3512	5	11	a
3512	3	11	a
3512	4	12	a
3513	10	1	a
3513	7	1	a
3513	2	1	a
3513	8	1	i
3513	4	1	a
3513	12	1	a
3513	9	1	a
3513	5	2	i
3513	11	3	i
3513	9	3	a
3513	8	3	i
3513	7	3	i
3513	12	3	i
3513	1	4	a
3513	4	5	i
3513	2	5	a
3513	5	6	i
3513	2	6	a
3513	10	6	a
3513	6	6	a
3513	9	6	a
3513	8	6	i
3513	12	6	i
3513	4	7	i
3513	7	7	i
3513	11	7	a
3513	6	8	a
3513	8	9	i
3513	11	10	a
3513	9	10	i
3513	6	10	a
3513	5	10	a
3513	6	11	a
3513	12	11	i
3513	5	12	i
3514	6	1	a
3514	10	1	i
3514	9	1	i
3514	6	2	a
3514	1	2	i
3514	8	2	i
3514	3	2	i
3514	10	2	a
3514	4	2	i
3514	8	3	a
3514	1	3	i
3514	6	3	i
3514	1	4	i
3514	4	4	i
3514	5	4	a
3514	7	4	a
3514	2	4	a
3514	4	5	i
3514	4	6	a
3514	1	7	a
3514	8	7	a
3514	4	7	a
3514	10	7	a
3514	11	7	a
3514	9	8	a
3514	12	8	i
3514	8	9	i
3514	2	9	i
3514	3	9	i
3514	1	10	a
3514	10	10	i
3514	2	10	a
3514	4	10	a
3514	4	11	a
3514	11	12	i
3515	10	1	a
3515	12	1	a
3515	2	1	a
3515	7	1	a
3515	8	1	i
3515	6	2	a
3515	7	2	a
3515	11	3	a
3515	8	3	i
3515	9	4	a
3515	1	4	a
3515	7	5	a
3515	4	5	a
3515	3	6	a
3515	5	6	a
3515	11	6	a
3515	1	7	a
3515	10	7	a
3515	5	8	a
3515	11	8	a
3515	9	9	a
3515	1	9	a
3515	6	9	a
3515	7	9	a
3515	3	10	a
3515	12	10	a
3515	1	11	i
3515	12	11	a
3515	11	11	a
3515	12	12	a
3515	4	12	a
3516	4	1	i
3516	12	1	i
3516	1	1	i
3516	3	2	i
3516	2	3	i
3516	7	3	i
3516	12	3	i
3516	4	4	i
3516	8	4	i
3516	6	4	i
3516	10	4	i
3516	3	4	i
3516	4	5	a
3516	9	5	i
3516	6	6	i
3516	5	6	i
3516	11	7	i
3516	3	7	i
3516	3	8	i
3516	6	9	i
3516	5	9	i
3516	7	9	i
3516	3	9	i
3516	9	10	a
3516	10	10	i
3516	10	11	i
3516	11	12	i
3516	6	12	i
3517	7	1	a
3517	8	1	a
3517	11	1	a
3517	2	2	a
3517	8	2	i
3517	9	2	a
3517	7	2	i
3517	12	2	a
3517	7	3	a
3517	8	3	a
3517	3	4	a
3517	5	4	a
3517	1	4	i
3517	12	4	a
3517	11	4	a
3517	12	5	a
3517	3	5	a
3517	2	6	i
3517	8	6	a
3517	1	6	a
3517	3	6	a
3517	4	6	a
3517	12	7	a
3517	6	7	i
3517	10	7	a
3517	4	7	i
3517	10	8	a
3517	3	8	a
3517	6	8	a
3517	1	8	a
3517	10	9	a
3517	5	9	a
3517	9	9	a
3517	8	9	a
3517	3	10	i
3517	6	11	a
3517	3	11	a
3517	2	12	i
3517	3	12	a
3517	12	12	a
3518	9	1	i
3518	2	2	a
3518	5	3	a
3518	1	3	a
3518	6	4	i
3518	9	4	a
3518	2	4	i
3518	4	4	i
3518	4	5	a
3518	1	6	a
3518	5	6	a
3518	8	6	a
3518	11	6	a
3518	9	6	a
3518	2	6	a
3518	1	7	a
3518	3	7	i
3518	2	7	a
3518	5	7	a
3518	6	8	a
3518	12	8	i
3518	11	8	a
3518	8	8	a
3518	4	9	a
3518	1	9	a
3518	11	9	a
3518	9	9	i
3518	3	9	a
3518	2	9	a
3518	6	10	a
3518	11	10	i
3518	2	10	i
3518	5	10	i
3518	10	10	a
3518	9	10	i
3518	2	11	i
3518	11	11	a
3518	12	11	a
3518	10	12	i
3518	5	12	a
3518	11	12	i
3518	8	12	a
3518	1	12	a
3519	4	1	i
3519	2	2	i
3519	3	2	i
3519	7	2	i
3519	1	2	i
3519	12	2	i
3519	2	3	a
3519	7	4	i
3519	3	4	i
3519	12	5	i
3519	10	5	i
3519	7	5	i
3519	8	6	i
3519	2	6	a
3519	7	6	i
3519	8	7	i
3519	4	7	i
3519	10	7	i
3519	12	7	i
3519	9	7	i
3519	3	7	i
3519	1	8	i
3519	3	8	i
3519	12	8	i
3519	8	9	i
3519	10	9	i
3519	4	9	a
3519	5	9	i
3519	11	10	i
3519	1	10	i
3519	10	10	i
3519	3	11	i
3519	6	11	i
3519	12	12	i
3519	10	12	i
3519	7	12	i
3519	11	12	i
3520	10	1	a
3520	1	1	a
3520	9	1	i
3520	7	2	i
3520	12	2	a
3520	4	3	a
3520	12	3	i
3520	3	4	i
3520	7	4	a
3520	12	4	a
3520	8	5	i
3520	7	5	i
3520	3	5	a
3520	12	5	a
3520	10	6	i
3520	12	6	a
3520	8	7	i
3520	9	7	a
3520	7	7	a
3520	6	7	i
3520	4	8	i
3520	2	9	a
3520	1	9	a
3520	3	9	i
3520	12	9	i
3520	3	10	i
3520	11	11	i
3520	1	11	i
3520	9	11	i
3520	10	11	a
3520	1	12	i
3520	5	12	a
3520	6	12	a
3520	4	12	a
3521	6	1	a
3521	1	1	a
3521	9	1	a
3521	11	1	a
3521	10	2	a
3521	9	2	a
3521	3	3	a
3521	1	4	i
3521	12	4	a
3521	10	5	a
3521	2	5	a
3521	3	6	a
3521	12	7	i
3521	9	7	a
3521	1	7	a
3521	4	7	a
3521	7	7	a
3521	2	7	i
3521	3	8	a
3521	10	8	i
3521	9	8	i
3521	5	8	a
3521	12	8	i
3521	8	9	a
3521	1	9	a
3521	12	9	a
3521	6	9	a
3521	10	9	i
3521	4	9	a
3521	9	9	a
3521	1	10	a
3521	9	10	a
3521	4	10	a
3521	3	10	a
3521	10	10	a
3521	1	11	a
3521	5	11	a
3521	7	11	i
3521	5	12	a
3521	10	12	a
3521	2	12	i
3521	4	12	a
3521	12	12	a
3522	9	1	a
3522	1	1	a
3522	12	1	i
3522	7	1	i
3522	3	1	i
3522	5	1	i
3522	1	2	i
3522	7	2	i
3522	5	2	a
3522	3	3	i
3522	5	3	i
3522	1	3	i
3522	12	4	i
3522	8	4	a
3522	9	4	a
3522	1	5	i
3522	10	5	i
3522	7	5	i
3522	3	5	i
3522	7	6	i
3522	8	6	a
3522	2	7	i
3522	5	7	i
3522	12	7	i
3522	9	7	i
3522	11	7	i
3522	7	8	i
3522	6	8	i
3522	10	8	i
3522	2	8	a
3522	3	8	i
3522	4	9	i
3522	9	9	i
3522	6	9	a
3522	3	9	i
3522	11	10	i
3522	9	10	i
3522	8	10	i
3522	7	10	i
3522	10	10	i
3522	12	10	i
3522	6	10	i
3522	1	11	i
3522	11	11	i
3522	10	12	i
3522	8	12	i
3523	4	1	a
3523	1	1	a
3523	11	2	i
3523	4	2	a
3523	5	3	i
3523	4	3	a
3523	6	3	a
3523	10	3	a
3523	2	3	i
3523	9	4	i
3523	4	4	i
3523	10	4	a
3523	2	4	a
3523	12	4	i
3523	1	5	a
3523	4	5	a
3523	7	5	a
3523	5	5	a
3523	8	5	i
3523	10	6	i
3523	5	6	a
3523	4	6	a
3523	11	7	i
3523	3	7	i
3523	3	8	a
3523	4	9	a
3523	10	9	i
3523	7	9	a
3523	2	9	a
3523	2	10	i
3523	4	10	a
3523	5	10	a
3523	11	11	a
3523	5	12	a
3523	10	12	i
3523	8	12	a
3523	2	12	a
3523	11	12	a
3524	12	1	a
3524	7	1	a
3524	8	1	i
3524	6	2	a
3524	6	3	a
3524	10	4	i
3524	5	4	a
3524	7	4	a
3524	2	4	a
3524	11	4	a
3524	1	4	a
3524	4	4	a
3524	3	5	a
3524	4	5	a
3524	5	5	a
3524	10	5	a
3524	9	5	a
3524	1	5	a
3524	7	6	i
3524	1	6	i
3524	4	6	a
3524	3	7	a
3524	2	7	a
3524	1	8	a
3524	9	8	a
3524	11	9	a
3524	8	9	a
3524	7	9	a
3524	6	10	a
3524	3	10	a
3524	8	10	i
3524	5	10	a
3524	11	10	a
3524	10	11	a
3524	3	11	a
3524	11	11	a
3524	7	12	i
3525	12	1	i
3525	2	1	a
3525	9	1	a
3525	7	1	i
3525	6	1	i
3525	3	2	a
3525	10	2	i
3525	4	2	a
3525	9	3	i
3525	4	4	a
3525	8	4	a
3525	12	5	a
3525	4	5	i
3525	11	5	a
3525	8	5	i
3525	10	6	a
3525	3	6	i
3525	12	7	i
3525	5	8	a
3525	1	9	i
3525	6	9	i
3525	10	9	i
3525	8	9	a
3525	11	9	a
3525	8	10	a
3525	6	10	a
3525	5	10	a
3525	10	11	i
3525	7	11	a
3525	1	12	i
3525	2	12	i
3525	4	12	i
3526	3	1	a
3526	6	1	a
3526	1	2	a
3526	12	3	a
3526	10	3	i
3526	3	4	i
3526	9	4	i
3526	5	5	i
3526	10	5	i
3526	2	5	a
3526	11	6	i
3526	6	6	i
3526	11	7	i
3526	7	7	i
3526	12	8	i
3526	11	8	a
3526	8	8	i
3526	9	9	i
3526	10	9	i
3526	3	9	a
3526	1	9	a
3526	6	10	a
3526	9	10	i
3526	11	10	a
3526	7	11	i
3526	11	11	i
3526	11	12	a
3526	2	12	a
3527	11	1	a
3527	9	1	a
3527	2	1	a
3527	6	1	a
3527	5	1	a
3527	7	1	a
3527	3	1	a
3527	12	2	a
3527	7	2	a
3527	10	2	a
3527	3	2	a
3527	10	3	a
3527	5	3	a
3527	2	3	a
3527	9	3	a
3527	7	4	a
3527	2	4	a
3527	3	5	a
3527	4	5	a
3527	5	5	a
3527	3	6	a
3527	2	6	a
3527	7	6	a
3527	10	6	a
3527	2	7	a
3527	10	8	a
3527	2	8	a
3527	5	8	i
3527	2	9	a
3527	5	9	a
3527	4	9	a
3527	1	9	a
3527	12	9	a
3527	7	9	a
3527	3	9	a
3527	3	10	a
3527	8	10	a
3527	5	10	a
3527	2	10	a
3527	1	10	a
3527	9	11	a
3527	12	11	a
3527	2	12	a
3527	7	12	a
3528	6	1	a
3528	11	1	a
3528	3	1	a
3528	4	2	a
3528	4	3	a
3528	6	4	a
3528	1	4	a
3528	2	4	a
3528	8	4	a
3528	7	4	a
3528	12	5	a
3528	4	5	a
3528	10	6	a
3528	3	6	a
3528	7	6	a
3528	12	6	a
3528	9	6	a
3528	2	6	a
3528	3	7	a
3528	2	7	a
3528	5	8	a
3528	4	8	a
3528	10	8	a
3528	3	8	a
3528	6	8	a
3528	6	9	a
3528	11	9	a
3528	11	10	a
3528	7	10	a
3528	3	10	a
3528	9	10	a
3528	4	11	a
3528	2	11	a
3528	5	12	a
3529	2	1	i
3529	11	1	a
3529	6	1	i
3529	8	1	a
3529	5	1	a
3529	5	2	i
3529	11	3	a
3529	2	3	a
3529	3	4	i
3529	2	4	a
3529	12	5	a
3529	8	5	a
3529	2	5	a
3529	4	5	i
3529	6	5	a
3529	8	6	a
3529	5	7	i
3529	8	7	a
3529	12	7	i
3529	5	8	a
3529	3	8	i
3529	4	8	i
3529	12	8	i
3529	1	8	i
3529	4	9	i
3529	5	9	i
3529	11	9	i
3529	9	9	a
3529	8	9	a
3529	7	10	i
3529	5	10	i
3529	9	11	i
3529	1	11	a
