network_number	fro	to	sign
4485	11	15	i
4485	15	7	a
4485	10	16	a
4485	9	1	i
4485	12	9	i
4485	13	1	i
4485	7	9	a
4485	16	14	a
4485	7	3	a
4485	5	5	a
4485	4	8	a
4485	6	12	a
4485	1	10	i
4485	9	13	a
4485	2	11	i
4485	2	10	i
4485	10	13	i
4485	14	16	a
4485	4	4	a
4485	14	5	a
4485	16	2	a
4485	11	6	a
4486	12	13	i
4486	16	15	a
4486	7	9	a
4486	16	5	a
4486	9	15	a
4486	15	11	a
4486	15	8	a
4486	4	3	a
4486	10	10	a
4486	8	10	a
4486	3	2	a
4486	11	12	a
4486	5	1	a
4486	6	2	a
4486	5	6	a
4486	6	9	a
4486	13	6	a
4486	14	7	i
4486	2	4	a
4486	9	4	a
4486	10	11	i
4486	3	14	a
4486	13	7	a
4486	12	16	a
4486	11	13	a
4486	8	8	a
4486	7	5	a
4486	1	1	i
4486	14	16	i
4486	1	3	a
4486	2	14	a
4486	4	12	a
4487	11	2	a
4487	15	3	a
4487	7	11	a
4487	7	13	a
4487	9	15	i
4487	8	4	a
4487	3	8	a
4487	10	1	a
4487	14	14	a
4487	5	6	a
4487	6	16	a
4487	2	2	a
4487	13	7	a
4487	14	11	a
4487	8	12	a
4487	3	9	a
4487	11	15	a
4487	10	13	a
4487	9	16	a
4487	12	5	a
4487	5	5	a
4487	15	14	a
4487	6	9	a
4487	13	12	a
4487	1	6	a
4487	4	10	a
4487	16	3	a
4487	2	1	a
4487	4	7	a
4487	1	4	a
4487	16	8	a
4487	12	10	a
4488	1	5	a
4488	7	15	i
4488	2	10	a
4488	13	9	a
4488	3	5	a
4488	8	2	i
4488	5	14	a
4488	5	1	i
4488	16	11	i
4488	10	11	i
4488	15	12	a
4488	1	2	a
4488	9	15	a
4488	11	4	a
4488	12	16	a
4488	16	9	i
4488	8	8	i
4488	15	1	i
4488	12	3	a
4488	6	14	a
4488	4	6	a
4488	2	8	a
4488	4	16	a
4488	9	7	a
4488	14	12	a
4488	11	10	a
4488	14	4	a
4488	3	13	a
4488	7	6	a
4488	6	13	a
4488	10	3	i
4488	13	7	i
4489	14	3	a
4489	1	2	a
4489	14	14	a
4489	6	1	a
4489	9	7	a
4489	7	9	a
4489	12	15	a
4489	15	13	a
4489	16	5	a
4489	8	11	a
4489	9	13	a
4489	1	1	a
4489	4	4	a
4489	3	16	a
4489	15	7	a
4489	11	12	a
4489	16	12	a
4489	10	10	i
4489	12	10	i
4489	5	2	a
4489	6	9	a
4489	4	6	a
4489	10	11	a
4489	2	4	a
4489	2	5	a
4489	7	3	a
4489	8	16	a
4489	3	15	a
4489	11	8	a
4489	13	14	a
4489	5	8	a
4489	13	6	a
4490	5	11	a
4490	9	6	a
4490	2	7	a
4490	3	10	a
4490	11	13	a
4490	7	3	a
4490	3	9	a
4490	6	3	i
4490	7	5	a
4490	1	2	a
4490	14	8	a
4490	5	12	a
4490	16	14	a
4490	4	7	i
4490	10	4	a
4490	8	4	i
4490	12	9	a
4490	2	15	a
4490	12	15	i
4490	4	10	i
4490	10	2	a
4490	16	11	a
4490	11	5	a
4490	13	1	a
4490	9	13	a
4490	6	16	a
4490	8	8	a
4490	1	14	a
4490	14	16	a
4490	15	1	a
4490	15	12	a
4490	13	6	a
4491	5	8	a
4491	6	9	a
4491	11	15	a
4491	1	3	a
4491	10	8	a
4491	12	3	a
4491	1	15	a
4491	7	6	a
4491	5	4	a
4491	2	13	a
4491	15	2	a
4491	11	7	a
4491	10	4	a
4491	15	14	a
4491	8	5	a
4491	12	7	a
4491	4	11	a
4491	9	14	a
4491	16	12	a
4491	3	10	a
4491	6	6	a
4491	8	16	a
4491	4	10	a
4491	13	1	i
4491	16	13	a
4491	7	2	a
4491	9	5	a
4491	13	12	a
4491	2	1	a
4491	14	16	a
4491	3	9	a
4491	14	11	a
4492	7	6	a
4492	14	3	a
4492	3	9	i
4492	12	11	i
4492	16	14	i
4492	6	10	i
4492	1	5	i
4492	11	10	a
4492	11	9	a
4492	12	15	i
4492	8	16	i
4492	6	1	i
4492	15	7	i
4492	9	8	a
4492	3	5	a
4492	5	7	i
4492	14	11	a
4492	2	2	a
4492	9	16	i
4492	4	14	a
4492	7	8	i
4492	13	2	i
4492	2	13	i
4492	13	1	a
4492	8	4	i
4492	4	12	a
4492	5	6	a
4492	1	13	a
4492	10	3	i
4492	10	4	i
4492	16	15	i
4492	15	12	a
4493	16	14	i
4493	14	6	a
4493	12	8	a
4493	11	15	a
4493	5	10	i
4493	3	4	a
4493	7	10	i
4493	5	11	a
4493	1	7	a
4493	6	6	i
4493	13	3	a
4493	1	2	i
4493	2	5	i
4493	7	13	a
4493	9	7	a
4493	9	11	a
4493	10	16	i
4493	3	1	a
4493	11	14	i
4493	8	16	i
4493	2	9	i
4493	15	1	a
4493	15	12	i
4493	6	12	a
4493	4	8	a
4493	12	5	a
4493	8	13	i
4493	13	4	a
4493	14	9	i
4493	16	15	i
4493	10	2	i
4493	4	3	a
4494	14	15	a
4494	15	13	i
4494	13	7	a
4494	12	12	a
4494	2	3	a
4494	4	2	a
4494	5	16	a
4494	16	1	a
4494	9	14	a
4494	3	4	a
4494	15	10	a
4494	7	8	i
4494	6	13	i
4494	9	11	a
4494	10	11	i
4494	1	15	a
4494	7	2	a
4494	11	6	a
4494	2	12	a
4494	6	3	i
4494	8	4	a
4494	14	16	a
4494	10	14	a
4494	16	5	i
4494	1	6	a
4494	11	8	a
4494	3	5	i
4494	13	9	i
4494	12	7	a
4494	5	1	a
4494	4	9	i
4494	8	10	a
4495	6	6	a
4495	7	9	a
4495	3	5	a
4495	16	8	a
4495	14	13	a
4495	9	11	a
4495	6	15	a
4495	8	14	a
4495	15	10	a
4495	15	12	a
4495	1	14	a
4495	4	12	a
4495	5	3	a
4495	8	7	a
4495	2	3	a
4495	13	1	a
4495	7	16	a
4495	13	16	a
4495	12	2	i
4495	5	7	a
4495	11	11	a
4495	2	4	a
4495	16	2	a
4495	3	4	a
4495	10	6	a
4495	10	10	a
4495	9	8	a
4495	14	15	a
4495	4	1	a
4495	12	5	a
4495	11	13	a
4495	1	9	a
4496	6	2	a
4496	9	11	a
4496	11	13	i
4496	1	4	i
4496	10	12	a
4496	8	9	i
4496	15	8	a
4496	16	6	i
4496	9	15	a
4496	12	10	i
4496	4	14	a
4496	2	7	a
4496	2	12	a
4496	4	1	i
4496	6	6	a
4496	7	16	i
4496	11	4	a
4496	7	5	i
4496	3	5	i
4496	8	2	i
4496	14	7	i
4496	16	10	a
4496	5	3	i
4496	1	15	a
4496	3	13	i
4496	13	14	a
4496	15	9	i
4496	5	16	a
4496	10	3	a
4496	13	8	a
4496	12	11	a
4496	14	1	a
4497	16	13	i
4497	5	1	i
4497	12	4	i
4497	2	7	i
4497	10	3	i
4497	13	1	i
4497	8	12	i
4497	9	16	i
4497	6	14	i
4497	16	2	i
4497	8	13	i
4497	13	4	i
4497	4	3	i
4497	2	6	i
4497	15	9	i
4497	3	14	i
4497	4	5	i
4497	7	10	i
4497	7	8	i
4497	12	6	i
4497	11	12	i
4497	1	15	i
4497	11	8	i
4497	10	16	i
4497	6	15	i
4497	5	11	i
4497	9	9	i
4497	3	11	i
4497	15	2	i
4497	1	5	i
4497	14	7	i
4497	14	10	i
4498	5	13	a
4498	13	2	a
4498	3	2	a
4498	3	11	a
4498	2	8	a
4498	8	7	a
4498	9	10	a
4498	6	5	a
4498	8	15	a
4498	10	9	a
4498	16	6	a
4498	11	13	a
4498	4	4	a
4498	5	3	a
4498	4	12	a
4498	14	6	a
4498	6	15	a
4498	15	14	a
4498	16	12	a
4498	13	14	a
4498	12	5	a
4498	10	4	a
4498	11	1	a
4498	9	8	a
4498	12	9	a
4498	1	7	a
4498	14	11	a
4498	7	16	i
4498	1	1	a
4498	2	10	a
4498	15	16	a
4498	7	3	a
4499	9	1	a
4499	16	10	a
4499	2	16	a
4499	8	11	a
4499	7	3	a
4499	13	6	a
4499	12	4	a
4499	1	1	a
4499	9	2	a
4499	10	11	a
4499	3	5	a
4499	14	2	a
4499	5	9	a
4499	16	13	a
4499	11	8	a
4499	1	16	a
4499	11	14	a
4499	13	12	a
4499	10	7	a
4499	4	6	a
4499	6	9	a
4499	3	15	a
4499	12	15	a
4499	6	14	a
4499	4	3	a
4499	14	5	a
4499	15	12	a
4499	7	13	a
4499	8	10	a
4499	2	8	a
4499	15	7	a
4499	5	4	a
4500	14	12	i
4500	16	8	i
4500	15	10	a
4500	4	16	i
4500	1	13	i
4500	7	2	i
4500	3	1	i
4500	10	11	i
4500	2	1	a
4500	10	9	i
4500	13	6	i
4500	1	7	a
4500	9	5	i
4500	5	15	i
4500	8	4	i
4500	16	12	i
4500	7	3	a
4500	11	6	a
4500	12	3	a
4500	12	10	i
4500	6	8	i
4500	14	4	i
4500	6	15	a
4500	11	9	a
4500	15	14	i
4500	8	2	i
4500	9	16	i
4500	5	14	i
4500	4	5	i
4500	3	13	i
4500	13	11	a
4500	2	7	i
4501	16	2	a
4501	11	13	a
4501	4	5	a
4501	1	6	a
4501	6	12	i
4501	5	16	a
4501	2	13	a
4501	4	8	a
4501	3	9	i
4501	10	7	a
4501	12	5	a
4501	9	11	a
4501	2	4	a
4501	9	7	a
4501	14	10	a
4501	8	3	a
4501	7	10	i
4501	13	15	i
4501	14	9	a
4501	6	3	i
4501	15	4	a
4501	7	15	a
4501	10	14	a
4501	12	1	a
4501	5	14	a
4501	8	16	a
4501	1	12	a
4501	11	6	i
4501	16	11	a
4501	13	8	a
4501	3	1	i
4501	15	2	a
4502	10	16	i
4502	1	10	i
4502	4	9	i
4502	7	10	a
4502	14	4	i
4502	16	12	i
4502	5	15	i
4502	2	3	a
4502	4	15	i
4502	6	9	i
4502	5	8	a
4502	7	7	a
4502	15	1	a
4502	9	4	i
4502	2	1	i
4502	9	6	i
4502	16	14	i
4502	3	2	a
4502	14	14	a
4502	13	5	i
4502	8	6	a
4502	11	2	i
4502	15	13	i
4502	3	13	i
4502	11	16	a
4502	13	7	i
4502	6	11	i
4502	12	12	i
4502	8	3	i
4502	12	11	i
4502	10	8	i
4502	1	5	i
4503	11	1	i
4503	3	9	i
4503	11	16	i
4503	5	13	i
4503	1	15	a
4503	4	4	a
4503	14	2	a
4503	10	13	i
4503	6	14	i
4503	13	7	i
4503	4	5	i
4503	6	9	a
4503	9	3	i
4503	15	3	i
4503	8	8	a
4503	1	5	i
4503	16	10	i
4503	3	14	i
4503	2	12	a
4503	2	4	i
4503	7	6	i
4503	7	11	i
4503	12	6	i
4503	13	15	a
4503	15	12	i
4503	14	8	i
4503	5	11	i
4503	16	2	a
4503	8	10	a
4503	9	16	i
4503	10	1	i
4503	12	7	i
4504	13	7	i
4504	5	13	i
4504	15	1	i
4504	12	13	a
4504	14	8	i
4504	7	4	i
4504	4	2	i
4504	15	4	i
4504	8	10	i
4504	8	11	a
4504	9	7	i
4504	4	11	i
4504	11	8	i
4504	6	1	i
4504	10	15	a
4504	14	16	a
4504	16	3	a
4504	2	14	a
4504	2	15	a
4504	1	14	a
4504	7	9	i
4504	16	12	i
4504	13	16	i
4504	12	12	i
4504	3	3	i
4504	6	6	a
4504	5	9	i
4504	10	10	i
4504	3	6	a
4504	11	5	a
4504	9	5	a
4504	1	2	i
4505	1	14	a
4505	1	10	a
4505	3	13	a
4505	11	9	a
4505	4	5	a
4505	12	4	a
4505	14	11	a
4505	13	12	a
4505	5	11	i
4505	7	4	a
4505	2	2	a
4505	11	7	i
4505	9	6	a
4505	7	13	i
4505	6	12	a
4505	8	2	i
4505	16	1	a
4505	13	14	a
4505	9	3	a
4505	5	8	a
4505	10	16	a
4505	14	15	i
4505	12	3	a
4505	2	15	a
4505	10	10	a
4505	15	6	a
4505	16	16	a
4505	3	8	i
4505	6	5	a
4505	8	1	a
4505	15	9	i
4505	4	7	a
4506	3	5	a
4506	8	16	i
4506	11	8	a
4506	2	11	i
4506	1	2	i
4506	5	14	a
4506	4	14	i
4506	3	2	a
4506	10	12	a
4506	16	9	i
4506	10	5	i
4506	5	3	a
4506	12	4	i
4506	7	7	i
4506	15	1	i
4506	13	13	i
4506	13	15	i
4506	15	4	a
4506	8	7	i
4506	2	6	i
4506	9	1	i
4506	11	3	a
4506	7	8	a
4506	4	13	i
4506	9	10	i
4506	12	10	i
4506	6	11	i
4506	14	6	i
4506	6	9	i
4506	1	12	i
4506	14	15	i
4506	16	16	i
4507	2	8	a
4507	6	15	a
4507	14	4	a
4507	16	12	i
4507	4	5	a
4507	3	7	a
4507	4	10	a
4507	6	9	a
4507	10	6	a
4507	11	8	a
4507	16	2	a
4507	14	5	a
4507	7	14	a
4507	15	9	a
4507	13	15	a
4507	3	16	a
4507	15	1	i
4507	5	4	i
4507	1	11	i
4507	12	7	a
4507	8	13	a
4507	2	11	i
4507	10	3	a
4507	5	16	a
4507	13	6	i
4507	8	14	a
4507	9	3	a
4507	7	13	a
4507	9	10	i
4507	12	1	a
4507	11	12	a
4507	1	2	a
4508	13	7	a
4508	16	13	i
4508	5	15	i
4508	2	15	i
4508	4	9	i
4508	4	14	i
4508	3	9	a
4508	8	4	i
4508	12	12	a
4508	12	5	a
4508	6	3	i
4508	9	4	i
4508	1	8	a
4508	10	8	a
4508	9	11	a
4508	11	6	i
4508	2	3	a
4508	7	13	i
4508	10	7	a
4508	15	2	a
4508	14	10	a
4508	6	2	i
4508	14	5	a
4508	8	6	i
4508	15	11	a
4508	3	16	i
4508	5	10	i
4508	13	14	a
4508	1	1	i
4508	16	12	i
4508	11	16	i
4508	7	1	i
4509	13	14	a
4509	11	11	a
4509	3	12	a
4509	7	16	i
4509	4	9	i
4509	11	3	i
4509	9	16	a
4509	10	5	a
4509	16	1	a
4509	3	6	i
4509	12	14	i
4509	10	3	i
4509	9	9	i
4509	1	11	a
4509	14	6	i
4509	2	5	a
4509	1	12	i
4509	6	7	a
4509	13	4	i
4509	4	8	a
4509	5	10	a
4509	8	1	a
4509	16	15	a
4509	5	4	a
4509	8	2	i
4509	2	10	i
4509	15	8	i
4509	14	7	i
4509	15	13	i
4509	6	13	i
4509	12	15	a
4509	7	2	i
4510	16	9	i
4510	11	10	i
4510	9	12	a
4510	6	3	a
4510	7	3	a
4510	10	4	a
4510	1	2	a
4510	1	7	i
4510	2	15	i
4510	4	8	a
4510	10	9	i
4510	7	4	i
4510	3	5	i
4510	15	11	i
4510	3	16	a
4510	8	14	a
4510	5	12	a
4510	12	11	a
4510	4	1	a
4510	13	15	a
4510	16	10	a
4510	11	7	i
4510	6	8	i
4510	12	14	a
4510	5	13	i
4510	13	1	i
4510	8	5	a
4510	2	6	a
4510	9	16	a
4510	15	2	i
4510	14	6	a
4510	14	13	a
4511	11	4	i
4511	2	14	a
4511	14	7	a
4511	6	1	i
4511	12	4	a
4511	4	8	a
4511	9	10	a
4511	5	5	a
4511	16	7	i
4511	11	16	i
4511	2	10	i
4511	16	15	i
4511	14	3	i
4511	13	13	i
4511	10	9	a
4511	8	11	i
4511	1	2	i
4511	10	8	i
4511	6	12	i
4511	12	5	a
4511	7	15	a
4511	13	16	i
4511	5	9	a
4511	15	14	a
4511	3	6	a
4511	7	11	a
4511	9	13	a
4511	15	6	a
4511	3	2	i
4511	8	1	a
4511	4	3	a
4511	1	12	i
4512	1	1	i
4512	16	11	i
4512	4	14	i
4512	2	7	i
4512	5	10	i
4512	16	12	i
4512	9	16	i
4512	8	1	i
4512	13	9	i
4512	11	6	i
4512	7	4	i
4512	14	16	i
4512	12	13	i
4512	3	15	i
4512	8	2	i
4512	15	2	i
4512	4	8	i
4512	10	5	i
4512	9	9	i
4512	6	3	i
4512	14	13	i
4512	1	3	i
4512	13	4	i
4512	5	7	i
4512	11	11	i
4512	6	8	i
4512	15	5	i
4512	3	6	i
4512	12	10	i
4512	2	15	i
4512	10	14	i
4512	7	12	a
4513	15	10	i
4513	2	4	i
4513	2	5	i
4513	7	2	i
4513	16	13	i
4513	5	3	i
4513	16	5	i
4513	8	11	i
4513	8	6	i
4513	9	12	i
4513	11	11	i
4513	13	14	i
4513	5	13	i
4513	12	14	i
4513	11	15	i
4513	7	3	i
4513	4	9	i
4513	6	1	i
4513	10	16	a
4513	15	4	i
4513	14	2	i
4513	3	1	i
4513	14	8	i
4513	9	7	i
4513	1	8	i
4513	3	9	i
4513	4	16	i
4513	13	12	i
4513	1	15	i
4513	12	10	i
4513	6	6	i
4513	10	7	i
4514	12	10	a
4514	2	1	i
4514	8	6	i
4514	14	5	i
4514	5	9	i
4514	11	4	i
4514	16	7	a
4514	4	13	i
4514	10	16	a
4514	7	2	i
4514	13	12	i
4514	13	14	i
4514	9	1	i
4514	5	16	i
4514	3	9	a
4514	15	11	i
4514	10	4	i
4514	1	13	i
4514	11	15	i
4514	3	11	a
4514	2	2	i
4514	1	5	i
4514	16	3	i
4514	14	6	i
4514	9	3	a
4514	7	10	i
4514	12	12	a
4514	4	8	i
4514	6	7	i
4514	6	8	i
4514	8	15	i
4514	15	14	i
4515	3	3	i
4515	4	3	a
4515	11	9	i
4515	13	5	i
4515	12	5	i
4515	9	15	i
4515	14	4	a
4515	16	6	a
4515	1	12	a
4515	13	1	a
4515	15	13	i
4515	9	16	i
4515	12	11	a
4515	6	15	i
4515	11	7	i
4515	4	1	i
4515	16	13	i
4515	7	7	i
4515	2	2	a
4515	14	14	a
4515	5	14	i
4515	3	10	a
4515	5	9	i
4515	2	12	i
4515	7	8	i
4515	6	16	a
4515	1	11	i
4515	10	4	i
4515	8	8	i
4515	10	6	i
4515	15	2	a
4515	8	10	a
4516	2	3	a
4516	1	14	a
4516	16	14	i
4516	8	3	a
4516	12	5	i
4516	12	9	a
4516	11	2	a
4516	10	6	a
4516	7	13	a
4516	14	8	a
4516	13	9	a
4516	4	12	a
4516	3	8	a
4516	3	12	a
4516	13	10	a
4516	9	7	a
4516	14	11	a
4516	10	5	a
4516	15	1	i
4516	4	1	a
4516	5	2	a
4516	8	16	a
4516	16	13	i
4516	6	15	a
4516	6	11	a
4516	15	16	i
4516	11	4	a
4516	2	10	a
4516	9	4	a
4516	7	7	i
4516	1	15	a
4516	5	6	i
4517	2	3	i
4517	5	12	a
4517	9	16	a
4517	9	9	i
4517	1	10	a
4517	2	10	i
4517	10	2	a
4517	15	7	i
4517	6	5	a
4517	13	8	a
4517	13	5	a
4517	8	7	i
4517	8	11	a
4517	7	6	a
4517	12	6	a
4517	11	13	a
4517	10	1	i
4517	3	11	i
4517	1	12	a
4517	15	16	a
4517	11	1	i
4517	4	8	a
4517	7	4	a
4517	16	9	a
4517	16	14	a
4517	4	3	a
4517	5	15	i
4517	6	14	a
4517	12	15	i
4517	14	2	i
4517	14	13	a
4517	3	4	a
4518	3	16	i
4518	9	7	i
4518	10	10	i
4518	9	13	a
4518	6	9	i
4518	2	6	i
4518	2	3	i
4518	8	4	i
4518	5	12	i
4518	6	5	i
4518	11	13	i
4518	3	15	i
4518	8	3	i
4518	12	8	i
4518	14	14	i
4518	10	1	i
4518	4	1	i
4518	12	9	i
4518	7	2	i
4518	15	12	i
4518	11	15	i
4518	1	8	i
4518	15	6	i
4518	13	16	i
4518	1	10	i
4518	14	7	i
4518	4	11	i
4518	5	5	i
4518	16	4	i
4518	16	2	i
4518	7	14	i
4518	13	11	i
4519	2	6	i
4519	5	8	i
4519	11	13	i
4519	10	14	i
4519	7	11	a
4519	14	16	i
4519	3	3	i
4519	4	9	i
4519	14	6	a
4519	16	2	a
4519	2	12	i
4519	13	4	a
4519	5	15	i
4519	3	5	a
4519	1	8	a
4519	1	12	a
4519	9	11	i
4519	6	1	i
4519	16	7	i
4519	8	1	a
4519	11	9	a
4519	8	13	i
4519	15	5	a
4519	9	10	a
4519	13	14	i
4519	6	10	i
4519	12	7	i
4519	4	2	i
4519	12	16	i
4519	10	4	i
4519	15	3	i
4519	7	15	i
4520	4	5	i
4520	16	13	i
4520	15	16	i
4520	12	10	i
4520	15	1	i
4520	5	8	i
4520	9	7	i
4520	3	11	i
4520	16	9	i
4520	7	15	i
4520	11	16	i
4520	8	8	i
4520	6	4	i
4520	4	2	i
4520	1	12	i
4520	9	10	i
4520	5	9	i
4520	8	13	i
4520	2	1	i
4520	13	11	i
4520	3	4	i
4520	12	7	i
4520	11	15	i
4520	6	14	i
4520	13	3	i
4520	2	6	i
4520	1	3	i
4520	7	12	i
4520	14	2	i
4520	14	5	i
4520	10	14	i
4520	10	6	i
4521	7	3	a
4521	16	6	i
4521	14	6	i
4521	7	7	a
4521	13	15	i
4521	9	2	i
4521	6	16	i
4521	9	11	i
4521	14	5	i
4521	6	8	i
4521	4	4	i
4521	10	9	i
4521	3	9	i
4521	15	2	i
4521	4	11	i
4521	12	1	i
4521	11	13	i
4521	10	13	a
4521	2	14	i
4521	12	12	i
4521	3	3	i
4521	16	8	i
4521	8	14	i
4521	15	1	i
4521	5	7	i
4521	8	10	i
4521	5	15	i
4521	2	4	i
4521	13	12	i
4521	11	5	i
4521	1	16	i
4521	1	10	i
4522	15	15	a
4522	7	16	a
4522	3	6	a
4522	5	9	i
4522	13	14	a
4522	1	5	a
4522	11	2	a
4522	5	8	a
4522	15	13	a
4522	12	2	a
4522	14	4	a
4522	8	11	a
4522	10	3	i
4522	14	3	a
4522	9	14	a
4522	3	13	a
4522	9	1	i
4522	12	12	a
4522	7	8	a
4522	6	7	a
4522	11	6	a
4522	4	12	a
4522	16	10	a
4522	10	16	a
4522	6	4	a
4522	2	9	a
4522	1	7	a
4522	16	5	a
4522	4	10	a
4522	2	11	a
4522	13	15	a
4522	8	1	i
4523	13	10	i
4523	1	4	a
4523	8	15	i
4523	3	7	a
4523	2	8	i
4523	13	6	i
4523	14	4	i
4523	6	5	i
4523	5	8	a
4523	15	3	i
4523	7	9	i
4523	12	10	a
4523	10	9	i
4523	4	5	a
4523	11	12	i
4523	11	15	i
4523	14	11	i
4523	10	13	i
4523	5	2	a
4523	9	16	a
4523	1	2	i
4523	9	14	i
4523	12	16	a
4523	6	14	i
4523	7	12	i
4523	8	1	i
4523	16	1	i
4523	15	6	a
4523	2	11	a
4523	16	7	a
4523	4	3	i
4523	3	13	i
4524	16	8	i
4524	15	3	i
4524	9	16	i
4524	4	16	a
4524	1	3	i
4524	10	4	i
4524	3	12	i
4524	9	11	a
4524	2	7	i
4524	13	2	i
4524	3	10	i
4524	12	9	i
4524	5	5	a
4524	8	2	i
4524	12	10	i
4524	11	9	a
4524	15	13	i
4524	16	11	i
4524	6	15	i
4524	11	14	i
4524	10	1	i
4524	6	14	i
4524	1	8	i
4524	14	1	i
4524	7	15	a
4524	2	13	i
4524	5	12	i
4524	8	7	i
4524	14	6	i
4524	4	4	i
4524	13	5	i
4524	7	6	i
4525	14	3	a
4525	16	16	i
4525	4	8	i
4525	12	13	a
4525	15	15	i
4525	4	5	i
4525	13	15	i
4525	9	10	a
4525	9	14	i
4525	6	9	a
4525	13	10	i
4525	16	9	i
4525	7	11	a
4525	8	13	i
4525	15	5	i
4525	10	14	i
4525	10	8	a
4525	3	6	i
4525	1	7	a
4525	11	11	a
4525	2	4	a
4525	1	1	a
4525	5	6	a
4525	5	2	a
4525	3	3	i
4525	14	12	i
4525	8	2	i
4525	2	12	a
4525	12	4	a
4525	11	16	i
4525	6	7	i
4525	7	1	i
4526	10	10	i
4526	2	3	i
4526	16	6	i
4526	4	12	i
4526	15	12	i
4526	8	1	i
4526	5	15	i
4526	13	3	i
4526	3	9	i
4526	11	7	i
4526	1	8	i
4526	10	4	i
4526	14	6	i
4526	9	14	i
4526	14	5	i
4526	1	11	i
4526	16	5	i
4526	13	14	i
4526	7	15	i
4526	15	16	i
4526	9	9	i
4526	12	4	i
4526	5	7	i
4526	2	1	i
4526	3	16	i
4526	6	10	i
4526	8	11	i
4526	11	2	i
4526	6	13	a
4526	7	2	i
4526	12	8	i
4526	4	13	i
4527	16	3	i
4527	12	9	a
4527	8	12	a
4527	4	4	i
4527	2	9	i
4527	9	7	i
4527	5	6	a
4527	1	1	i
4527	7	11	a
4527	10	5	a
4527	15	14	i
4527	5	1	i
4527	16	7	a
4527	13	5	a
4527	11	4	i
4527	11	15	a
4527	2	2	a
4527	3	10	a
4527	10	12	a
4527	9	14	i
4527	6	6	a
4527	8	16	i
4527	14	16	a
4527	13	2	i
4527	6	11	a
4527	15	13	i
4527	1	3	a
4527	12	13	i
4527	7	8	a
4527	3	15	a
4527	4	10	i
4527	14	8	a
4528	3	16	i
4528	13	7	a
4528	7	2	a
4528	11	4	a
4528	10	14	a
4528	6	13	i
4528	8	15	a
4528	15	4	i
4528	16	1	i
4528	8	6	a
4528	4	10	i
4528	7	11	i
4528	12	12	a
4528	9	16	a
4528	16	5	a
4528	3	2	i
4528	14	12	a
4528	1	15	i
4528	5	3	a
4528	2	6	a
4528	6	11	i
4528	13	8	a
4528	12	10	i
4528	11	3	a
4528	1	1	a
4528	15	5	a
4528	5	14	a
4528	2	13	i
4528	14	9	a
4528	10	9	a
4528	9	8	a
4528	4	7	a
4529	9	12	a
4529	2	4	a
4529	4	10	a
4529	11	15	a
4529	4	16	a
4529	1	6	a
4529	12	11	a
4529	5	2	a
4529	3	13	a
4529	8	5	a
4529	8	12	a
4529	14	10	a
4529	15	16	a
4529	10	3	a
4529	14	5	a
4529	15	6	a
4529	11	4	a
4529	9	14	a
4529	16	15	a
4529	1	2	a
4529	16	1	a
4529	6	3	a
4529	7	8	a
4529	10	7	a
4529	5	14	a
4529	3	1	a
4529	2	9	a
4529	12	13	a
4529	13	8	a
4529	7	9	a
4529	6	11	i
4529	13	7	a
4530	11	1	a
4530	1	5	i
4530	10	2	a
4530	12	11	a
4530	16	3	i
4530	13	6	a
4530	12	8	a
4530	5	3	i
4530	14	15	i
4530	8	6	a
4530	15	4	a
4530	9	8	a
4530	6	10	i
4530	14	16	i
4530	16	12	a
4530	7	9	a
4530	4	14	a
4530	4	10	i
4530	9	15	a
4530	3	11	i
4530	13	7	i
4530	3	2	i
4530	1	14	i
4530	2	7	a
4530	6	13	i
4530	15	12	i
4530	8	9	a
4530	7	5	i
4530	5	4	a
4530	2	1	a
4530	11	13	a
4530	10	16	a
4531	8	6	i
4531	5	8	i
4531	9	6	i
4531	15	5	i
4531	9	2	i
4531	7	1	i
4531	12	7	i
4531	1	10	i
4531	16	2	a
4531	2	11	i
4531	13	11	a
4531	2	13	i
4531	10	15	i
4531	10	8	a
4531	6	15	i
4531	7	5	i
4531	6	3	i
4531	12	4	a
4531	3	1	a
4531	14	16	i
4531	5	14	a
4531	11	16	i
4531	3	9	a
4531	13	14	i
4531	11	3	i
4531	4	9	i
4531	4	7	a
4531	16	12	a
4531	14	12	i
4531	1	4	a
4531	8	10	a
4531	15	13	i
4532	15	12	i
4532	13	3	i
4532	4	9	i
4532	6	12	a
4532	5	3	i
4532	13	4	i
4532	15	7	i
4532	14	1	i
4532	12	5	i
4532	8	16	a
4532	1	7	i
4532	16	1	a
4532	9	8	a
4532	8	2	i
4532	1	15	i
4532	2	5	i
4532	10	11	i
4532	7	10	i
4532	14	16	i
4532	10	6	i
4532	4	4	i
4532	2	11	i
4532	9	10	i
4532	3	14	i
4532	16	15	a
4532	7	6	i
4532	3	13	i
4532	11	8	a
4532	12	9	a
4532	11	13	a
4532	6	2	a
4532	5	14	i
4533	10	3	a
4533	14	2	a
4533	1	3	i
4533	6	4	i
4533	7	7	a
4533	3	2	a
4533	10	8	a
4533	13	12	a
4533	15	11	a
4533	14	13	a
4533	7	1	a
4533	12	12	i
4533	9	4	a
4533	3	10	a
4533	11	5	i
4533	5	16	a
4533	8	14	a
4533	13	5	i
4533	4	16	a
4533	12	9	a
4533	1	15	i
4533	6	13	a
4533	5	1	a
4533	8	6	a
4533	15	10	i
4533	2	14	a
4533	16	11	a
4533	16	7	a
